,,,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Shooting,Shooting,Shooting,Per Game,Per Game,Per Game,Per Game,Per Game,Per Game
Rk,Player,Age,G,GS,MP,FG,FGA,3P,3PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,FG%,3P%,FT%,MP,PTS,TRB,AST,STL,BLK
1,Ray Allen\allenra02,25,7,7,307,59,130,21,50,25,29,8,20,28,49,8,4,24,18,164,.454,.420,.862,43.9,23.4,4.0,7.0,1.1,0.6
2,Glenn Robinson\robingl01,28,7,7,262,58,125,9,21,29,31,9,34,43,26,4,9,18,18,154,.464,.429,.935,37.4,22.0,6.1,3.7,0.6,1.3
3,Sam Cassell\cassesa01,31,7,7,257,39,96,7,16,25,28,3,14,17,50,8,1,15,28,110,.406,.438,.893,36.7,15.7,2.4,7.1,1.1,0.1
4,Tim Thomas\thomati01,23,7,0,187,24,56,8,15,23,28,8,23,31,8,4,2,10,23,79,.429,.533,.821,26.7,11.3,4.4,1.1,0.6,0.3
5,Scott Williams\willisc01,32,7,7,154,28,53,0,0,6,12,13,36,49,5,4,11,4,24,62,.528,,.500,22.0,8.9,7.0,0.7,0.6,1.6
6,Jason Caffey\caffeja01,27,7,0,114,11,25,0,0,5,13,13,17,30,7,1,1,2,17,27,.440,,.385,16.3,3.9,4.3,1.0,0.1,0.1
7,Lindsey Hunter\hunteli01,30,7,0,110,10,44,3,22,2,5,1,11,12,11,6,0,6,11,25,.227,.136,.400,15.7,3.6,1.7,1.6,0.9,0.0
8,Ervin Johnson\johnser02,33,7,3,219,10,20,0,0,4,5,23,62,85,8,4,20,8,20,24,.500,,.800,31.3,3.4,12.1,1.1,0.6,2.9
9,Darvin Ham\hamda01,27,6,4,70,5,11,0,0,4,5,6,3,9,4,3,6,2,13,14,.455,,.800,11.7,2.3,1.5,0.7,0.5,1.0
1,Jamal Mashburn\mashbja01,28,7,7,300,62,158,5,18,49,63,14,30,44,43,8,3,23,18,178,.392,.278,.778,42.9,25.4,6.3,6.1,1.1,0.4
2,David Wesley\wesleda01,30,7,7,299,45,101,6,23,24,32,2,19,21,33,8,0,12,24,120,.446,.261,.750,42.7,17.1,3.0,4.7,1.1,0.0
3,Baron Davis\davisba01,21,7,7,287,37,83,16,40,27,41,5,25,30,43,19,5,12,27,117,.446,.400,.659,41.0,16.7,4.3,6.1,2.7,0.7
4,Elden Campbell\campbel01,32,7,7,224,37,89,0,0,28,37,24,42,66,5,4,9,12,23,102,.416,,.757,32.0,14.6,9.4,0.7,0.6,1.3
5,P.J. Brown\brownpj01,31,7,7,275,21,50,0,0,14,16,32,41,73,8,7,10,5,22,56,.420,,.875,39.3,8.0,10.4,1.1,1.0,1.4
6,Jamaal Magloire\magloja01,22,7,0,81,14,23,0,0,5,15,6,15,21,3,0,3,3,14,33,.609,,.333,11.6,4.7,3.0,0.4,0.0,0.4
7,Eddie Robinson\robined01,24,7,0,129,14,36,1,3,4,4,3,16,19,4,2,3,3,9,33,.389,.333,1.000,18.4,4.7,2.7,0.6,0.3,0.4
8,Derrick Coleman\colemde01,33,2,0,26,4,12,1,1,3,4,5,4,9,2,1,1,2,3,12,.333,1.000,.750,13.0,6.0,4.5,1.0,0.5,0.5
9,Otis Thorpe\thorpot01,38,6,0,49,2,6,0,0,0,0,5,11,16,0,0,0,1,7,4,.333,,,8.2,0.7,2.7,0.0,0.0,0.0
10,Hersey Hawkins\hawkihe01,34,3,0,10,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,,,,3.3,0.0,0.3,0.3,0.0,0.0
1,Allen Iverson\iversal01,25,7,7,322,84,208,19,44,49,62,3,28,31,48,22,2,21,19,236,.404,.432,.790,46.0,33.7,4.4,6.9,3.1,0.3
2,Aaron McKie\mckieaa01,28,7,4,265,44,92,6,16,19,24,9,30,39,26,6,0,13,16,113,.478,.375,.792,37.9,16.1,5.6,3.7,0.9,0.0
3,Dikembe Mutombo\mutomdi01,34,7,7,299,23,45,0,0,32,41,30,57,87,6,7,24,14,21,78,.511,,.780,42.7,11.1,12.4,0.9,1.0,3.4
4,Eric Snow\snower01,27,7,3,212,24,61,0,2,12,14,5,20,25,34,5,1,11,16,60,.393,.000,.857,30.3,8.6,3.6,4.9,0.7,0.1
5,Tyrone Hill\hillty01,32,7,7,219,20,47,0,1,8,10,17,32,49,3,7,4,13,25,48,.426,.000,.800,31.3,6.9,7.0,0.4,1.0,0.6
6,Jumaine Jones\jonesju01,21,7,3,131,19,36,2,11,6,12,9,10,19,6,2,3,5,11,46,.528,.182,.500,18.7,6.6,2.7,0.9,0.3,0.4
7,George Lynch\lynchge01,30,4,4,100,9,20,0,0,5,6,8,12,20,7,8,2,4,15,23,.450,,.833,25.0,5.8,5.0,1.8,2.0,0.5
8,Todd MacCulloch\maccuto01,25,7,0,30,8,10,0,0,2,2,7,4,11,0,0,2,2,7,18,.800,,1.000,4.3,2.6,1.6,0.0,0.0,0.3
9,Kevin Ollie\ollieke01,28,7,0,56,5,14,0,0,8,9,0,5,5,9,0,0,5,0,18,.357,,.889,8.0,2.6,0.7,1.3,0.0,0.0
10,Rodney Buford\buforro01,23,6,0,37,3,10,2,3,2,2,2,2,4,0,1,1,2,10,10,.300,.667,1.000,6.2,1.7,0.7,0.0,0.2,0.2
11,Raja Bell\bellra01,24,2,0,5,0,1,0,1,0,0,0,1,1,1,0,0,0,0,0,.000,.000,,2.5,0.0,0.5,0.5,0.0,0.0
12,Matt Geiger\geigema01,31,1,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,.000,,,4.0,0.0,0.0,0.0,0.0,0.0
1,Vince Carter\cartevi01,24,7,7,312,81,171,19,45,32,38,21,21,42,39,13,14,15,24,213,.474,.422,.842,44.6,30.4,6.0,5.6,1.9,2.0
2,Antonio Davis\davisan01,32,7,7,283,46,91,0,0,26,31,20,53,73,16,7,12,6,20,118,.505,,.839,40.4,16.9,10.4,2.3,1.0,1.7
3,Alvin Williams\willial02,26,7,7,269,34,83,4,16,6,11,5,15,20,30,6,6,10,19,78,.410,.250,.545,38.4,11.1,2.9,4.3,0.9,0.9
4,Charles Oakley\oaklech01,37,7,7,219,25,60,3,4,9,10,10,35,45,14,7,6,14,18,62,.417,.750,.900,31.3,8.9,6.4,2.0,1.0,0.9
5,Dell Curry\curryde01,36,7,0,123,19,45,12,29,6,7,2,9,11,5,5,1,7,9,56,.422,.414,.857,17.6,8.0,1.6,0.7,0.7,0.1
6,Chris Childs\childch01,33,7,5,216,17,46,6,20,10,12,1,19,20,46,7,1,17,30,50,.370,.300,.833,30.9,7.1,2.9,6.6,1.0,0.1
7,Morris Peterson\petermo01,23,5,2,75,15,26,4,8,1,2,2,7,9,11,4,0,5,6,35,.577,.500,.500,15.0,7.0,1.8,2.2,0.8,0.0
