,,,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Shooting,Shooting,Shooting,Per Game,Per Game,Per Game,Per Game,Per Game,Per Game
Rk,Player,Age,G,GS,MP,FG,FGA,3P,3PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,FG%,3P%,FT%,MP,PTS,TRB,AST,STL,BLK
1,Allen Iverson\iversal01,25,6,6,274,64,186,12,36,43,55,5,24,29,41,13,2,19,15,183,.344,.333,.782,45.7,30.5,4.8,6.8,2.2,0.3
2,Dikembe Mutombo\mutomdi01,34,7,7,312,35,75,0,0,46,58,45,64,109,8,3,19,13,6,116,.467,,.793,44.6,16.6,15.6,1.1,0.4,2.7
3,Aaron McKie\mckieaa01,28,7,7,300,42,109,11,26,19,23,6,31,37,47,17,0,12,25,114,.385,.423,.826,42.9,16.3,5.3,6.7,2.4,0.0
4,Jumaine Jones\jonesju01,21,7,7,211,26,63,3,13,3,3,18,27,45,8,5,3,5,13,58,.413,.231,1.000,30.1,8.3,6.4,1.1,0.7,0.4
5,Tyrone Hill\hillty01,32,7,7,239,21,56,0,0,15,27,21,37,58,2,4,2,6,21,57,.375,,.556,34.1,8.1,8.3,0.3,0.6,0.3
6,Eric Snow\snower01,27,7,1,198,18,46,0,1,8,12,4,12,16,20,10,0,14,20,44,.391,.000,.667,28.3,6.3,2.3,2.9,1.4,0.0
7,Todd MacCulloch\maccuto01,25,5,0,46,11,16,0,0,3,4,5,6,11,4,0,1,0,2,25,.688,,.750,9.2,5.0,2.2,0.8,0.0,0.2
8,Raja Bell\bellra01,24,6,0,38,8,12,2,3,3,4,2,1,3,2,5,0,1,10,21,.667,.667,.750,6.3,3.5,0.5,0.3,0.8,0.0
9,Rodney Buford\buforro01,23,5,0,20,3,6,1,2,0,0,1,1,2,3,1,0,1,3,7,.500,.500,,4.0,1.4,0.4,0.6,0.2,0.0
10,Kevin Ollie\ollieke01,28,7,0,27,2,4,0,0,0,0,0,0,0,6,0,0,1,7,4,.500,,,3.9,0.6,0.0,0.9,0.0,0.0
11,Matt Geiger\geigema01,31,2,0,15,1,3,0,0,0,0,4,1,5,2,0,0,1,0,2,.333,,,7.5,1.0,2.5,1.0,0.0,0.0
1,Ray Allen\allenra02,25,7,7,293,66,141,28,55,30,31,6,17,23,38,6,4,15,20,190,.468,.509,.968,41.9,27.1,3.3,5.4,0.9,0.6
2,Glenn Robinson\robingl01,28,7,7,280,57,131,10,30,13,16,6,38,44,19,4,9,18,13,137,.435,.333,.813,40.0,19.6,6.3,2.7,0.6,1.3
3,Sam Cassell\cassesa01,31,7,7,268,43,102,0,3,30,35,6,34,40,47,6,1,23,34,116,.422,.000,.857,38.3,16.6,5.7,6.7,0.9,0.1
4,Tim Thomas\thomati01,23,7,0,188,25,49,11,24,13,15,6,23,29,14,4,5,7,17,74,.510,.458,.867,26.9,10.6,4.1,2.0,0.6,0.7
5,Ervin Johnson\johnser02,33,7,7,278,21,34,0,0,6,10,23,52,75,1,5,15,3,24,48,.618,,.600,39.7,6.9,10.7,0.1,0.7,2.1
6,Scott Williams\willisc01,32,6,6,136,12,34,0,0,3,4,16,19,35,5,3,10,3,19,27,.353,,.750,22.7,4.5,5.8,0.8,0.5,1.7
7,Lindsey Hunter\hunteli01,30,7,0,100,9,29,1,14,2,2,0,10,10,16,6,2,4,8,21,.310,.071,1.000,14.3,3.0,1.4,2.3,0.9,0.3
8,Jason Caffey\caffeja01,27,7,0,100,4,17,0,0,4,4,11,16,27,3,2,2,9,20,12,.235,,1.000,14.3,1.7,3.9,0.4,0.3,0.3
9,Darvin Ham\hamda01,27,6,1,24,1,1,0,0,0,3,3,3,6,0,1,0,2,9,2,1.000,,.000,4.0,0.3,1.0,0.0,0.2,0.0
10,Mark Pope\popema01,28,3,0,4,1,1,0,0,0,0,0,0,0,0,0,0,0,1,2,1.000,,,1.3,0.7,0.0,0.0,0.0,0.0
11,Rafer Alston\alstora01,24,4,0,7,0,1,0,0,0,0,0,0,0,1,0,0,2,0,0,.000,,,1.8,0.0,0.0,0.3,0.0,0.0
12,Joel Przybilla\przybjo01,21,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,2.0,0.0,0.0,0.0,0.0,0.0
1,Kobe Bryant\bryanko01,22,4,4,168,54,105,5,14,20,26,7,21,28,28,6,3,11,13,133,.514,.357,.769,42.0,33.3,7.0,7.0,1.5,0.8
2,Shaquille O'Neal\onealsh01,28,4,4,156,46,85,0,0,16,31,16,36,52,10,3,5,14,12,108,.541,,.516,39.0,27.0,13.0,2.5,0.8,1.3
3,Derek Fisher\fishede01,26,4,4,157,27,44,15,20,1,3,1,20,21,13,5,0,2,9,70,.614,.750,.333,39.3,17.5,5.3,3.3,1.3,0.0
4,Rick Fox\foxri01,31,4,4,148,16,33,6,14,4,6,3,16,19,8,8,1,4,12,42,.485,.429,.667,37.0,10.5,4.8,2.0,2.0,0.3
5,Robert Horry\horryro01,30,4,0,108,6,26,4,16,2,8,13,20,33,13,7,7,7,9,18,.231,.250,.250,27.0,4.5,8.3,3.3,1.8,1.8
6,Horace Grant\grantho01,35,4,4,91,3,15,0,0,9,12,9,14,23,9,3,4,5,16,15,.200,,.750,22.8,3.8,5.8,2.3,0.8,1.0
7,Brian Shaw\shawbr01,34,4,0,65,6,15,2,4,0,0,5,11,16,7,0,0,1,7,14,.400,.500,,16.3,3.5,4.0,1.8,0.0,0.0
8,Tyronn Lue\luety01,23,4,0,23,2,8,0,2,3,3,0,6,6,2,3,0,1,0,7,.250,.000,1.000,5.8,1.8,1.5,0.5,0.8,0.0
9,Mark Madsen\madsema01,25,4,0,28,1,8,0,0,3,5,4,2,6,3,0,0,2,3,5,.125,,.600,7.0,1.3,1.5,0.8,0.0,0.0
10,Devean George\georgde01,23,2,0,8,1,4,0,1,0,0,1,0,1,1,0,0,1,1,2,.250,.000,,4.0,1.0,0.5,0.5,0.0,0.0
11,Ron Harper\harpero01,37,1,0,8,0,1,0,1,0,0,1,1,2,1,2,0,1,1,0,.000,.000,,8.0,0.0,2.0,1.0,2.0,0.0
1,Tim Duncan\duncati01,24,4,4,169,33,69,1,1,25,37,16,33,49,17,5,17,18,16,92,.478,1.000,.676,42.3,23.0,12.3,4.3,1.3,4.3
2,Antonio Daniels\daniean01,25,4,4,168,24,59,4,17,24,25,2,6,8,13,3,1,4,8,76,.407,.235,.960,42.0,19.0,2.0,3.3,0.8,0.3
3,David Robinson\robinda01,35,4,4,119,24,59,0,1,9,13,12,31,43,3,4,11,5,15,57,.407,.000,.692,29.8,14.3,10.8,0.8,1.0,2.8
4,Avery Johnson\johnsav01,35,4,0,89,11,30,0,1,3,6,1,3,4,9,5,0,5,7,25,.367,.000,.500,22.3,6.3,1.0,2.3,1.3,0.0
5,Terry Porter\portete01,37,4,4,98,10,29,3,18,2,3,0,7,7,9,3,0,7,3,25,.345,.167,.667,24.5,6.3,1.8,2.3,0.8,0.0
6,Malik Rose\rosema01,26,4,0,71,8,16,1,2,6,8,2,10,12,2,1,0,2,12,23,.500,.500,.750,17.8,5.8,3.0,0.5,0.3,0.0
7,Danny Ferry\ferryda01,34,4,2,102,5,15,4,9,0,0,2,11,13,3,2,0,2,11,14,.333,.444,,25.5,3.5,3.3,0.8,0.5,0.0
8,Derek Anderson\anderde01,26,2,2,41,0,10,0,4,4,4,1,3,4,1,1,0,2,1,4,.000,.000,1.000,20.5,2.0,2.0,0.5,0.5,0.0
9,Sean Elliott\elliose01,32,3,0,57,1,9,0,3,2,2,0,5,5,3,2,2,4,4,4,.111,.000,1.000,19.0,1.3,1.7,1.0,0.7,0.7
10,Shawnelle Scott\scottsh01,28,2,0,7,1,2,0,1,1,1,0,0,0,0,0,0,1,2,3,.500,.000,1.000,3.5,1.5,0.0,0.0,0.0,0.0
11,Samaki Walker\walkesa01,24,3,0,14,1,5,0,0,0,0,0,3,3,0,0,1,0,1,2,.200,,,4.7,0.7,1.0,0.0,0.0,0.3
12,Steve Kerr\kerrst01,35,3,0,25,0,4,0,2,0,0,1,1,2,1,1,1,0,1,0,.000,.000,,8.3,0.0,0.7,0.3,0.3,0.3
