,,,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Shooting,Shooting,Shooting,Per Game,Per Game,Per Game,Per Game,Per Game,Per Game
Rk,Player,Age,G,GS,MP,FG,FGA,3P,3PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,FG%,3P%,FT%,MP,PTS,TRB,AST,STL,BLK
1,Richard Hamilton\hamilri01,26,7,7,310,63,133,2,10,37,47,10,18,28,41,8,2,13,18,165,.474,.200,.787,44.3,23.6,4.0,5.9,1.1,0.3
2,Chauncey Billups\billuch01,28,7,7,284,40,95,14,33,24,31,6,21,27,41,5,0,13,20,118,.421,.424,.774,40.6,16.9,3.9,5.9,0.7,0.0
3,Tayshaun Prince\princta01,24,7,7,275,42,94,9,18,10,13,15,23,38,20,5,1,12,16,103,.447,.500,.769,39.3,14.7,5.4,2.9,0.7,0.1
4,Rasheed Wallace\wallara01,30,7,7,216,36,73,9,20,20,26,9,40,49,5,5,6,11,30,101,.493,.450,.769,30.9,14.4,7.0,0.7,0.7,0.9
5,Ben Wallace\wallabe01,30,7,7,268,23,63,0,2,6,21,18,54,72,9,12,11,6,23,52,.365,.000,.286,38.3,7.4,10.3,1.3,1.7,1.6
6,Antonio McDyess\mcdyean01,30,7,0,125,21,45,0,0,2,3,15,23,38,3,3,4,7,24,44,.467,,.667,17.9,6.3,5.4,0.4,0.4,0.6
7,Lindsey Hunter\hunteli01,34,7,0,100,9,32,4,13,7,12,3,7,10,11,4,3,5,14,29,.281,.308,.583,14.3,4.1,1.4,1.6,0.6,0.4
8,Carlos Arroyo\arroyca01,25,6,0,45,5,17,0,0,7,10,1,6,7,15,1,0,2,5,17,.294,,.700,7.5,2.8,1.2,2.5,0.2,0.0
9,Elden Campbell\campbel01,36,7,0,44,4,11,0,0,4,8,2,13,15,2,2,0,4,12,12,.364,,.500,6.3,1.7,2.1,0.3,0.3,0.0
10,Ronald Dupree\duprero01,24,3,0,7,0,1,0,0,0,0,1,1,2,0,0,0,0,0,0,.000,,,2.3,0.0,0.7,0.0,0.0,0.0
11,Darvin Ham\hamda01,31,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,1.5,0.0,0.0,0.0,0.0,0.0
12,Darko Milicic\milicda01,19,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,1.5,0.0,0.0,0.0,0.0,0.0
1,Dwyane Wade\wadedw01,23,6,6,236,55,125,0,4,45,55,8,19,27,26,10,6,17,21,155,.440,.000,.818,39.3,25.8,4.5,4.3,1.7,1.0
2,Shaquille O'Neal\onealsh01,32,7,7,236,61,103,0,0,22,49,11,42,53,12,2,14,23,26,144,.592,,.449,33.7,20.6,7.6,1.7,0.3,2.0
3,Eddie Jones\jonesed02,33,7,7,282,26,69,9,29,17,19,6,40,46,21,4,4,13,23,78,.377,.310,.895,40.3,11.1,6.6,3.0,0.6,0.6
4,Udonis Haslem\hasleud01,24,7,7,253,23,45,0,0,15,18,12,46,58,4,5,2,6,21,61,.511,,.833,36.1,8.7,8.3,0.6,0.7,0.3
5,Damon Jones\jonesda01,28,7,7,217,21,44,8,22,6,12,2,20,22,31,3,0,6,10,56,.477,.364,.500,31.0,8.0,3.1,4.4,0.4,0.0
6,Keyon Dooling\doolike01,24,7,0,133,16,43,1,8,12,15,0,8,8,13,3,0,9,17,45,.372,.125,.800,19.0,6.4,1.1,1.9,0.4,0.0
7,Rasual Butler\butlera01,25,7,1,128,15,37,7,19,1,3,1,14,15,4,1,1,2,12,38,.405,.368,.333,18.3,5.4,2.1,0.6,0.1,0.1
8,Alonzo Mourning\mournal01,34,7,0,115,10,14,0,0,9,18,7,19,26,2,3,21,8,20,29,.714,,.500,16.4,4.1,3.7,0.3,0.4,3.0
9,Christian Laettner\laettch01,35,6,0,47,3,8,0,0,2,2,1,10,11,1,1,0,3,5,8,.375,,1.000,7.8,1.3,1.8,0.2,0.2,0.0
10,Michael Doleac\doleami01,27,3,0,19,2,4,0,0,0,0,1,2,3,0,0,0,0,2,4,.500,,,6.3,1.3,1.0,0.0,0.0,0.0
11,Shandon Anderson\andersh01,31,1,0,7,0,0,0,0,0,0,0,1,1,0,1,0,1,1,0,,,,7.0,0.0,1.0,0.0,1.0,0.0
12,Steve Smith\smithst01,35,2,0,7,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,,,3.5,0.0,0.0,0.0,0.0,0.0
1,Tim Duncan\duncati01,28,5,5,198,49,93,0,3,39,52,23,46,69,16,3,9,15,15,137,.527,.000,.750,39.6,27.4,13.8,3.2,0.6,1.8
2,Manu Ginobili\ginobma01,27,5,5,182,38,77,9,23,26,35,2,29,31,24,10,1,11,11,111,.494,.391,.743,36.4,22.2,6.2,4.8,2.0,0.2
3,Tony Parker\parketo01,22,5,5,190,45,98,4,14,8,14,5,10,15,21,6,1,20,13,102,.459,.286,.571,38.0,20.4,3.0,4.2,1.2,0.2
4,Robert Horry\horryro01,34,5,0,155,18,46,9,19,6,8,17,22,39,17,8,3,4,9,51,.391,.474,.750,31.0,10.2,7.8,3.4,1.6,0.6
5,Brent Barry\barrybr01,33,5,0,130,16,30,11,20,0,1,5,9,14,7,6,1,3,6,43,.533,.550,.000,26.0,8.6,2.8,1.4,1.2,0.2
6,Nazr Mohammed\mohamna01,27,5,5,111,18,34,0,0,5,9,18,11,29,2,6,6,3,18,41,.529,,.556,22.2,8.2,5.8,0.4,1.2,1.2
7,Bruce Bowen\bowenbr01,33,5,5,171,13,31,8,19,1,2,2,14,16,8,1,1,2,13,35,.419,.421,.500,34.2,7.0,3.2,1.6,0.2,0.2
8,Beno Udrih\udrihbe01,22,5,0,52,8,21,3,9,0,0,0,4,4,6,2,1,2,7,19,.381,.333,,10.4,3.8,0.8,1.2,0.4,0.2
9,Tony Massenburg\masseto01,37,1,0,2,1,1,0,0,0,0,2,0,2,0,0,0,0,1,2,1.000,,,2.0,2.0,2.0,0.0,0.0,0.0
10,Rasho Nesterovic\nestera01,28,3,0,9,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,,,,3.0,0.0,0.3,0.0,0.0,0.0
1,Amar'e Stoudemire\stoudam01,22,5,5,207,71,129,0,2,43,51,25,24,49,7,5,8,17,17,185,.550,.000,.843,41.4,37.0,9.8,1.4,1.0,1.6
2,Steve Nash\nashst01,30,5,5,210,48,92,2,9,18,20,0,19,19,53,6,1,22,13,116,.522,.222,.900,42.0,23.2,3.8,10.6,1.2,0.2
3,Joe Johnson\johnsjo02,23,3,3,120,22,46,7,13,4,5,1,10,11,11,4,1,5,8,55,.478,.538,.800,40.0,18.3,3.7,3.7,1.3,0.3
4,Quentin Richardson\richaqu01,24,5,5,185,19,45,9,24,5,7,4,15,19,4,5,0,6,17,52,.422,.375,.714,37.0,10.4,3.8,0.8,1.0,0.0
5,Jim Jackson\jacksji01,34,5,2,158,18,34,11,19,0,0,1,21,22,5,4,4,5,13,47,.529,.579,,31.6,9.4,4.4,1.0,0.8,0.8
6,Shawn Marion\mariosh01,26,5,5,201,18,46,1,7,2,3,13,41,54,5,7,6,5,14,39,.391,.143,.667,40.2,7.8,10.8,1.0,1.4,1.2
7,Steven Hunter\huntest01,23,5,0,103,8,17,0,0,5,8,9,7,16,1,0,7,4,13,21,.471,,.625,20.6,4.2,3.2,0.2,0.0,1.4
8,Leandro Barbosa\barbole01,22,2,0,15,2,6,1,1,0,0,0,0,0,2,0,0,1,1,5,.333,1.000,,7.5,2.5,0.0,1.0,0.0,0.0
9,Walter McCarty\mccarwa01,30,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,1.0,0.0,0.0,0.0,0.0,0.0
