,,,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Shooting,Shooting,Shooting,Per Game,Per Game,Per Game,Per Game,Per Game,Per Game
Rk,Player,Age,G,GS,MP,FG,FGA,3P,3PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,FG%,3P%,FT%,MP,PTS,TRB,AST,STL,BLK
1,Chauncey Billups\billuch01,28,6,6,229,35,84,11,35,31,34,3,15,18,43,6,3,15,16,112,.417,.314,.912,38.2,18.7,3.0,7.2,1.0,0.5
2,Richard Hamilton\hamilri01,26,6,6,247,43,93,1,5,25,29,8,18,26,18,6,0,26,21,112,.462,.200,.862,41.2,18.7,4.3,3.0,1.0,0.0
3,Rasheed Wallace\wallara01,30,6,6,206,31,84,3,17,14,16,11,42,53,5,4,14,9,20,79,.369,.176,.875,34.3,13.2,8.8,0.8,0.7,2.3
4,Tayshaun Prince\princta01,24,6,6,251,29,68,6,13,11,16,19,31,50,23,5,3,10,11,75,.426,.462,.688,41.8,12.5,8.3,3.8,0.8,0.5
5,Ben Wallace\wallabe01,30,6,6,231,22,46,0,2,16,35,26,51,77,3,11,14,4,11,60,.478,.000,.457,38.5,10.0,12.8,0.5,1.8,2.3
6,Antonio McDyess\mcdyean01,30,6,0,112,16,36,0,0,11,14,7,23,30,7,3,5,4,17,43,.444,,.786,18.7,7.2,5.0,1.2,0.5,0.8
7,Lindsey Hunter\hunteli01,34,6,0,78,7,22,4,13,0,0,1,6,7,5,5,2,4,7,18,.318,.308,,13.0,3.0,1.2,0.8,0.8,0.3
8,Carlos Arroyo\arroyca01,25,4,0,47,5,12,0,1,0,0,0,0,0,15,2,0,4,5,10,.417,.000,,11.8,2.5,0.0,3.8,0.5,0.0
9,Ronald Dupree\duprero01,24,4,0,19,2,4,0,0,0,0,1,3,4,0,0,0,1,6,4,.500,,,4.8,1.0,1.0,0.0,0.0,0.0
10,Darko Milicic\milicda01,19,2,0,7,1,3,0,0,1,1,1,0,1,1,0,0,0,2,3,.333,,1.000,3.5,1.5,0.5,0.5,0.0,0.0
11,Elden Campbell\campbel01,36,2,0,12,0,2,0,0,0,0,1,2,3,2,0,0,0,1,0,.000,,,6.0,0.0,1.5,1.0,0.0,0.0
12,Darvin Ham\hamda01,31,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0.5,0.0,0.0,0.0,0.0,0.0
1,Jermaine O'Neal\onealje01,26,6,6,231,41,109,0,0,16,20,9,41,50,8,3,17,15,25,98,.376,,.800,38.5,16.3,8.3,1.3,0.5,2.8
2,Reggie Miller\millere01,39,6,6,194,30,66,9,32,15,16,0,11,11,6,1,0,9,14,84,.455,.281,.938,32.3,14.0,1.8,1.0,0.2,0.0
3,Stephen Jackson\jacksst02,26,6,6,230,28,86,6,32,15,18,4,21,25,8,13,2,19,18,77,.326,.188,.833,38.3,12.8,4.2,1.3,2.2,0.3
4,Jamaal Tinsley\tinslja01,26,6,6,167,24,64,2,10,10,19,5,16,21,36,7,2,18,20,60,.375,.200,.526,27.8,10.0,3.5,6.0,1.2,0.3
5,Jeff Foster\fosteje01,28,6,0,139,20,31,0,0,8,11,28,30,58,4,4,5,4,15,48,.645,,.727,23.2,8.0,9.7,0.7,0.7,0.8
6,Anthony Johnson\johnsan02,30,6,0,115,9,27,3,10,11,14,1,14,15,28,4,1,9,11,32,.333,.300,.786,19.2,5.3,2.5,4.7,0.7,0.2
7,Dale Davis\davisda01,35,6,6,137,9,23,0,0,4,7,16,17,33,4,4,2,3,19,22,.391,,.571,22.8,3.7,5.5,0.7,0.7,0.3
8,Fred Jones\jonesfr01,25,6,0,100,7,24,3,13,4,5,0,11,11,5,5,0,7,5,21,.292,.231,.800,16.7,3.5,1.8,0.8,0.8,0.0
9,James Jones\jonesja02,24,6,0,70,5,15,1,8,0,0,1,9,10,3,1,2,0,2,11,.333,.125,,11.7,1.8,1.7,0.5,0.2,0.3
10,Austin Croshere\croshau01,29,5,0,37,2,4,0,0,6,6,5,4,9,0,0,0,1,5,10,.500,,1.000,7.4,2.0,1.8,0.0,0.0,0.0
11,Eddie Gill\gilled01,26,3,0,8,3,3,1,1,2,3,0,0,0,0,0,0,0,0,9,1.000,1.000,.667,2.7,3.0,0.0,0.0,0.0,0.0
12,Scot Pollard\pollasc01,29,3,0,12,1,1,0,0,0,0,0,2,2,0,0,0,0,0,2,1.000,,,4.0,0.7,0.7,0.0,0.0,0.0
1,Dwyane Wade\wadedw01,23,4,4,165,44,82,0,4,36,48,9,19,28,32,5,6,25,12,124,.537,.000,.750,41.3,31.0,7.0,8.0,1.3,1.5
2,Eddie Jones\jonesed02,33,4,4,166,22,45,10,26,8,13,0,20,20,9,8,4,5,13,62,.489,.385,.615,41.5,15.5,5.0,2.3,2.0,1.0
3,Damon Jones\jonesda01,28,4,4,141,20,45,14,35,5,6,1,8,9,17,2,0,7,6,59,.444,.400,.833,35.3,14.8,2.3,4.3,0.5,0.0
4,Udonis Haslem\hasleud01,24,4,4,151,17,32,0,0,8,11,15,30,45,5,2,2,7,14,42,.531,,.727,37.8,10.5,11.3,1.3,0.5,0.5
5,Shaquille O'Neal\onealsh01,32,2,2,63,14,23,0,0,7,16,4,10,14,3,2,2,7,10,35,.609,,.438,31.5,17.5,7.0,1.5,1.0,1.0
6,Keyon Dooling\doolike01,24,4,0,68,12,23,4,8,1,2,1,6,7,10,3,1,3,13,29,.522,.500,.500,17.0,7.3,1.8,2.5,0.8,0.3
7,Alonzo Mourning\mournal01,34,4,2,77,9,14,0,0,6,11,7,20,27,1,1,9,6,15,24,.643,,.545,19.3,6.0,6.8,0.3,0.3,2.3
8,Rasual Butler\butlera01,25,3,0,31,6,14,4,9,0,0,0,2,2,2,0,0,0,5,16,.429,.444,,10.3,5.3,0.7,0.7,0.0,0.0
9,Christian Laettner\laettch01,35,3,0,39,4,9,0,0,3,4,1,6,7,4,1,0,1,6,11,.444,,.750,13.0,3.7,2.3,1.3,0.3,0.0
10,Michael Doleac\doleami01,27,4,0,41,4,11,0,0,2,2,1,10,11,0,1,0,3,9,10,.364,,1.000,10.3,2.5,2.8,0.0,0.3,0.0
11,Shandon Anderson\andersh01,31,3,0,18,1,4,0,0,0,0,1,4,5,1,0,0,0,2,2,.250,,,6.0,0.7,1.7,0.3,0.0,0.0
1,Gilbert Arenas\arenagi01,23,4,4,174,29,76,8,35,32,47,3,12,15,23,11,1,16,14,98,.382,.229,.681,43.5,24.5,3.8,5.8,2.8,0.3
2,Antawn Jamison\jamisan01,28,4,4,152,30,70,9,20,7,9,7,12,19,2,2,2,4,8,76,.429,.450,.778,38.0,19.0,4.8,0.5,0.5,0.5
3,Larry Hughes\hughela01,26,4,4,171,21,64,3,12,27,32,10,20,30,13,7,3,9,11,72,.328,.250,.844,42.8,18.0,7.5,3.3,1.8,0.8
4,Brendan Haywood\haywobr01,25,4,4,133,20,42,0,0,12,17,15,20,35,4,6,9,3,18,52,.476,,.706,33.3,13.0,8.8,1.0,1.5,2.3
5,Juan Dixon\dixonju01,26,4,0,96,17,37,4,12,3,4,0,12,12,4,3,0,4,8,41,.459,.333,.750,24.0,10.3,3.0,1.0,0.8,0.0
6,Jared Jeffries\jeffrja01,23,4,4,101,8,23,1,2,3,3,7,7,14,4,4,3,5,15,20,.348,.500,1.000,25.3,5.0,3.5,1.0,1.0,0.8
7,Etan Thomas\thomaet01,26,2,0,24,5,7,0,0,1,4,3,2,5,0,0,1,1,6,11,.714,,.250,12.0,5.5,2.5,0.0,0.0,0.5
8,Anthony Peeler\peelean01,35,3,0,20,1,6,0,1,2,2,0,5,5,1,0,0,3,0,4,.167,.000,1.000,6.7,1.3,1.7,0.3,0.0,0.0
9,Steve Blake\blakest01,24,2,0,10,1,2,0,0,0,0,0,2,2,2,0,0,1,1,2,.500,,,5.0,1.0,1.0,1.0,0.0,0.0
10,Michael Ruffin\ruffimi01,28,4,0,76,1,3,0,0,0,4,7,8,15,3,1,0,4,15,2,.333,,.000,19.0,0.5,3.8,0.8,0.3,0.0
11,Laron Profit\profila01,27,1,0,3,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,.000,,,3.0,0.0,1.0,1.0,0.0,0.0
1,Steve Nash\nashst01,30,6,6,251,72,131,13,31,25,26,7,32,39,72,6,2,32,16,182,.550,.419,.962,41.8,30.3,6.5,12.0,1.0,0.3
2,Amar'e Stoudemire\stoudam01,22,6,6,246,55,101,0,1,63,82,28,47,75,4,1,12,21,25,173,.545,.000,.768,41.0,28.8,12.5,0.7,0.2,2.0
3,Shawn Marion\mariosh01,26,6,6,271,54,112,12,23,20,23,21,52,73,8,9,11,8,21,140,.482,.522,.870,45.2,23.3,12.2,1.3,1.5,1.8
4,Jim Jackson\jacksji01,34,6,4,231,30,64,11,23,3,3,9,19,28,10,6,3,4,22,74,.469,.478,1.000,38.5,12.3,4.7,1.7,1.0,0.5
5,Quentin Richardson\richaqu01,24,6,6,234,24,64,13,34,6,12,14,25,39,14,8,1,6,26,67,.375,.382,.500,39.0,11.2,6.5,2.3,1.3,0.2
6,Joe Johnson\johnsjo02,23,2,2,64,12,25,4,6,5,9,1,5,6,5,4,1,2,3,33,.480,.667,.556,32.0,16.5,3.0,2.5,2.0,0.5
7,Leandro Barbosa\barbole01,22,6,0,75,9,26,2,6,2,4,3,9,12,7,3,0,3,6,22,.346,.333,.500,12.5,3.7,2.0,1.2,0.5,0.0
8,Steven Hunter\huntest01,23,6,0,40,5,9,0,0,1,4,3,4,7,0,1,4,2,4,11,.556,,.250,6.7,1.8,1.2,0.0,0.2,0.7
9,Walter McCarty\mccarwa01,30,6,0,51,1,8,1,5,0,2,0,6,6,3,2,2,1,12,3,.125,.200,.000,8.5,0.5,1.0,0.5,0.3,0.3
10,Bo Outlaw\outlabo01,33,1,0,2,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,.000,,,2.0,0.0,0.0,1.0,1.0,0.0
1,Dirk Nowitzki\nowitdi01,26,6,6,257,58,128,6,16,37,46,15,54,69,20,7,8,16,21,159,.453,.375,.804,42.8,26.5,11.5,3.3,1.2,1.3
2,Jerry Stackhouse\stackje01,30,6,0,205,35,94,7,23,35,39,9,21,30,13,2,2,10,9,112,.372,.304,.897,34.2,18.7,5.0,2.2,0.3,0.3
3,Josh Howard\howarjo01,24,6,6,212,44,80,2,8,16,24,17,33,50,13,6,2,17,25,106,.550,.250,.667,35.3,17.7,8.3,2.2,1.0,0.3
4,Jason Terry\terryja01,27,6,6,236,42,85,7,22,8,11,3,19,22,30,9,4,10,17,99,.494,.318,.727,39.3,16.5,3.7,5.0,1.5,0.7
5,Michael Finley\finlemi01,31,6,6,216,29,74,9,25,11,12,5,16,21,12,8,0,6,18,78,.392,.360,.917,36.0,13.0,3.5,2.0,1.3,0.0
6,Erick Dampier\dampier01,29,6,6,153,21,37,0,0,5,14,24,28,52,4,5,12,6,24,47,.568,,.357,25.5,7.8,8.7,0.7,0.8,2.0
7,Marquis Daniels\daniema01,24,5,0,85,17,39,0,3,10,13,12,7,19,8,6,2,7,7,44,.436,.000,.769,17.0,8.8,3.8,1.6,1.2,0.4
8,Darrell Armstrong\armstda01,36,6,0,36,4,10,1,6,0,0,1,0,1,5,1,1,2,6,9,.400,.167,,6.0,1.5,0.2,0.8,0.2,0.2
9,Alan Henderson\hendeal01,32,4,0,45,3,7,0,0,0,0,6,4,10,0,1,0,1,6,6,.429,,,11.3,1.5,2.5,0.0,0.3,0.0
10,Devin Harris\harride01,21,2,0,9,1,3,1,2,0,0,0,0,0,2,0,0,1,0,3,.333,.500,,4.5,1.5,0.0,1.0,0.0,0.0
11,Shawn Bradley\bradlsh01,32,2,0,11,1,2,0,0,0,0,1,1,2,0,0,1,0,2,2,.500,,,5.5,1.0,1.0,0.0,0.0,0.5
1,Tim Duncan\duncati01,28,6,6,219,50,109,1,2,50,69,20,42,62,15,2,15,18,16,151,.459,.500,.725,36.5,25.2,10.3,2.5,0.3,2.5
2,Manu Ginobili\ginobma01,27,6,2,186,34,59,11,20,44,59,8,23,31,25,7,1,20,20,123,.576,.550,.746,31.0,20.5,5.2,4.2,1.2,0.2
3,Tony Parker\parketo01,22,6,6,223,41,90,0,9,24,31,4,16,20,26,5,0,14,11,106,.456,.000,.774,37.2,17.7,3.3,4.3,0.8,0.0
4,Nazr Mohammed\mohamna01,27,6,6,124,22,35,1,1,5,9,16,22,38,3,2,4,5,16,50,.629,1.000,.556,20.7,8.3,6.3,0.5,0.3,0.7
5,Robert Horry\horryro01,34,6,0,137,14,30,6,17,5,8,12,17,29,10,2,6,5,16,39,.467,.353,.625,22.8,6.5,4.8,1.7,0.3,1.0
6,Brent Barry\barrybr01,33,6,4,155,12,27,6,16,4,5,3,14,17,12,2,0,7,17,34,.444,.375,.800,25.8,5.7,2.8,2.0,0.3,0.0
7,Bruce Bowen\bowenbr01,33,6,6,204,10,31,5,12,2,2,2,8,10,7,2,3,2,23,27,.323,.417,1.000,34.0,4.5,1.7,1.2,0.3,0.5
8,Glenn Robinson\robingl01,32,6,0,56,9,24,1,4,8,9,2,10,12,1,2,4,3,10,27,.375,.250,.889,9.3,4.5,2.0,0.2,0.3,0.7
9,Beno Udrih\udrihbe01,22,6,0,75,6,18,2,10,7,8,2,2,4,8,5,0,7,8,21,.333,.200,.875,12.5,3.5,0.7,1.3,0.8,0.0
10,Devin Brown\brownde02,26,5,0,19,3,7,1,4,0,0,0,1,1,0,0,0,0,1,7,.429,.250,,3.8,1.4,0.2,0.0,0.0,0.0
11,Rasho Nesterovic\nestera01,28,4,0,36,3,5,0,0,0,0,0,5,5,1,0,3,2,7,6,.600,,,9.0,1.5,1.3,0.3,0.0,0.8
12,Tony Massenburg\masseto01,37,3,0,6,0,1,0,0,1,2,1,3,4,0,0,0,0,0,1,.000,,.500,2.0,0.3,1.3,0.0,0.0,0.0
1,Ray Allen\allenra02,29,6,6,225,47,108,12,40,23,29,7,17,24,17,4,1,21,16,129,.435,.300,.793,37.5,21.5,4.0,2.8,0.7,0.2
2,Antonio Daniels\daniean01,29,6,3,219,33,62,3,7,38,43,2,16,18,25,7,0,6,10,107,.532,.429,.884,36.5,17.8,3.0,4.2,1.2,0.0
3,Luke Ridnour\ridnolu01,23,6,6,225,27,61,2,7,9,10,7,13,20,22,7,3,11,12,65,.443,.286,.900,37.5,10.8,3.3,3.7,1.2,0.5
4,Nick Collison\collini01,24,6,0,117,22,37,1,1,8,13,12,15,27,2,3,4,3,25,53,.595,1.000,.615,19.5,8.8,4.5,0.3,0.5,0.7
5,Rashard Lewis\lewisra02,25,3,3,117,19,46,0,10,15,16,6,15,21,2,2,1,5,10,53,.413,.000,.938,39.0,17.7,7.0,0.7,0.7,0.3
6,Jerome James\jamesje01,29,6,6,134,21,49,0,0,9,13,10,18,28,0,4,9,5,27,51,.429,,.692,22.3,8.5,4.7,0.0,0.7,1.5
7,Damien Wilkins\wilkida02,25,5,0,126,16,34,3,9,4,9,8,8,16,3,10,1,8,16,39,.471,.333,.444,25.2,7.8,3.2,0.6,2.0,0.2
8,Reggie Evans\evansre01,24,6,6,111,6,18,0,0,6,12,13,31,44,2,3,3,6,17,18,.333,,.500,18.5,3.0,7.3,0.3,0.5,0.5
9,Danny Fortson\fortsda01,28,6,0,58,6,12,0,0,2,2,4,14,18,0,2,1,8,23,14,.500,,1.000,9.7,2.3,3.0,0.0,0.3,0.2
10,Ronald Murray\murraro01,25,4,0,62,4,19,0,2,4,7,2,4,6,5,0,2,2,8,12,.211,.000,.571,15.5,3.0,1.5,1.3,0.0,0.5
