,,,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Shooting,Shooting,Shooting,Per Game,Per Game,Per Game,Per Game,Per Game,Per Game
Rk,Player,Age,G,GS,MP,FG,FGA,3P,3PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,FG%,3P%,FT%,MP,PTS,TRB,AST,STL,BLK
1,Richard Hamilton\hamilri01,24,6,6,246,46,111,6,15,43,49,5,18,23,22,7,0,26,21,141,.414,.400,.878,41.0,23.5,3.8,3.7,1.2,0.0
2,Tayshaun Prince\princta01,22,6,0,182,29,64,9,29,11,13,9,17,26,12,6,8,7,2,78,.453,.310,.846,30.3,13.0,4.3,2.0,1.0,1.3
3,Chucky Atkins\atkinch01,28,6,3,171,21,54,12,33,14,18,0,12,12,12,9,0,8,19,68,.389,.364,.778,28.5,11.3,2.0,2.0,1.5,0.0
4,Chauncey Billups\billuch01,26,3,3,97,14,37,10,23,17,17,2,9,11,12,2,0,5,10,55,.378,.435,1.000,32.3,18.3,3.7,4.0,0.7,0.0
5,Mehmet Okur\okurme01,23,6,0,148,15,36,2,5,7,16,11,25,36,6,4,7,9,17,39,.417,.400,.438,24.7,6.5,6.0,1.0,0.7,1.2
6,Clifford Robinson\robincl02,36,6,6,167,13,46,4,16,9,16,4,10,14,19,3,3,9,20,39,.283,.250,.563,27.8,6.5,2.3,3.2,0.5,0.5
7,Ben Wallace\wallabe01,28,6,6,252,13,27,0,1,11,19,28,55,83,7,13,15,4,20,37,.481,.000,.579,42.0,6.2,13.8,1.2,2.2,2.5
8,Corliss Williamson\willico02,29,6,0,65,12,21,0,0,11,16,3,3,6,5,1,1,4,14,35,.571,,.688,10.8,5.8,1.0,0.8,0.2,0.2
9,Jon Barry\barryjo01,33,5,0,50,8,20,6,13,3,3,1,3,4,8,3,0,2,6,25,.400,.462,1.000,10.0,5.0,0.8,1.6,0.6,0.0
10,Michael Curry\currymi01,34,6,6,95,5,15,2,4,0,0,0,6,6,2,2,1,2,10,12,.333,.500,,15.8,2.0,1.0,0.3,0.3,0.2
11,Zeljko Rebraca\rebraze01,30,2,0,12,3,8,0,0,3,4,0,0,0,0,0,0,0,3,9,.375,,.750,6.0,4.5,0.0,0.0,0.0,0.0
12,Danny Manning\mannida01,36,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,,,,5.0,0.0,0.0,0.0,0.0,0.0
1,Allen Iverson\iversal01,27,6,6,287,61,158,6,20,43,58,9,17,26,55,15,1,28,13,171,.386,.300,.741,47.8,28.5,4.3,9.2,2.5,0.2
2,Derrick Coleman\colemde01,35,6,6,246,39,73,2,6,19,22,19,47,66,8,4,8,9,21,99,.534,.333,.864,41.0,16.5,11.0,1.3,0.7,1.3
3,Eric Snow\snower01,29,6,6,202,24,49,1,3,17,22,2,10,12,23,5,0,18,22,66,.490,.333,.773,33.7,11.0,2.0,3.8,0.8,0.0
4,Kenny Thomas\thomake01,25,6,6,202,27,55,0,0,7,12,18,45,63,4,6,3,8,19,61,.491,,.583,33.7,10.2,10.5,0.7,1.0,0.5
5,Aaron McKie\mckieaa01,30,6,0,158,20,38,3,5,6,7,2,19,21,12,3,1,8,20,49,.526,.600,.857,26.3,8.2,3.5,2.0,0.5,0.2
6,Keith Van Horn\vanhoke01,27,6,6,195,16,42,5,11,10,12,7,33,40,4,4,0,13,25,47,.381,.455,.833,32.5,7.8,6.7,0.7,0.7,0.0
7,Greg Buckner\buckngr01,26,6,0,82,9,25,2,7,4,4,3,12,15,2,1,2,2,10,24,.360,.286,1.000,13.7,4.0,2.5,0.3,0.2,0.3
8,Tyrone Hill\hillty01,34,4,0,68,7,11,0,0,3,3,6,8,14,1,0,1,2,10,17,.636,,1.000,17.0,4.3,3.5,0.3,0.0,0.3
9,Brian Skinner\skinnbr01,26,4,0,21,0,3,0,1,4,4,2,1,3,0,0,0,1,3,4,.000,.000,1.000,5.3,1.0,0.8,0.0,0.0,0.0
10,John Salmons\salmojo01,23,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,1.0,0.0,0.0,0.0,0.0,0.0
11,Monty Williams\willimo01,31,4,0,25,0,3,0,1,0,0,3,4,7,0,1,0,0,7,0,.000,.000,,6.3,0.0,1.8,0.0,0.3,0.0
1,Kenyon Martin\martike01,25,4,4,165,33,64,1,1,15,24,10,23,33,12,7,4,12,19,82,.516,1.000,.625,41.3,20.5,8.3,3.0,1.8,1.0
2,Jason Kidd\kiddja01,29,4,4,170,23,62,8,18,22,25,5,31,36,36,8,0,19,6,76,.371,.444,.880,42.5,19.0,9.0,9.0,2.0,0.0
3,Richard Jefferson\jefferi01,22,4,4,165,27,51,0,1,19,28,4,25,29,17,3,0,12,6,73,.529,.000,.679,41.3,18.3,7.3,4.3,0.8,0.0
4,Kerry Kittles\kittlke01,28,4,4,133,19,41,10,16,7,11,3,9,12,12,7,0,5,11,55,.463,.625,.636,33.3,13.8,3.0,3.0,1.8,0.0
5,Jason Collins\collija04,24,4,4,108,8,21,0,1,14,18,7,14,21,3,5,2,3,18,30,.381,.000,.778,27.0,7.5,5.3,0.8,1.3,0.5
6,Rodney Rogers\rogerro01,31,4,0,67,9,21,7,14,5,6,2,11,13,5,3,1,2,10,30,.429,.500,.833,16.8,7.5,3.3,1.3,0.8,0.3
7,Aaron Williams\williaa01,31,4,0,88,10,25,0,0,8,9,4,11,15,4,3,1,4,9,28,.400,,.889,22.0,7.0,3.8,1.0,0.8,0.3
8,Lucious Harris\harrilu01,32,4,0,73,8,26,2,9,1,2,2,5,7,8,0,0,4,8,19,.308,.222,.500,18.3,4.8,1.8,2.0,0.0,0.0
9,Anthony Johnson\johnsan02,28,4,0,32,5,8,0,0,0,0,1,3,4,5,1,0,3,4,10,.625,,,8.0,2.5,1.0,1.3,0.3,0.0
10,Brian Scalabrine\scalabr01,24,1,0,3,1,2,0,1,0,0,0,0,0,0,0,0,1,1,2,.500,.000,,3.0,2.0,0.0,0.0,0.0,0.0
11,Dikembe Mutombo\mutomdi01,36,1,0,3,0,1,0,0,0,0,1,1,2,0,0,0,0,2,0,.000,,,3.0,0.0,2.0,0.0,0.0,0.0
12,Tamar Slay\slayta01,22,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,,,3.0,0.0,0.0,0.0,0.0,0.0
1,Paul Pierce\piercpa01,25,4,4,184,33,80,5,18,45,54,5,30,35,31,10,4,25,17,116,.413,.278,.833,46.0,29.0,8.8,7.8,2.5,1.0
2,Tony Delk\delkto01,29,4,4,156,25,52,9,19,6,6,2,21,23,17,7,2,6,9,65,.481,.474,1.000,39.0,16.3,5.8,4.3,1.8,0.5
3,Antoine Walker\walkean02,26,4,4,175,23,67,3,15,7,10,11,30,41,16,6,3,16,18,56,.343,.200,.700,43.8,14.0,10.3,4.0,1.5,0.8
4,Eric Williams\willier01,30,4,0,114,15,36,2,6,10,13,4,5,9,5,5,0,5,15,42,.417,.333,.769,28.5,10.5,2.3,1.3,1.3,0.0
5,Tony Battie\battito01,26,4,4,87,14,23,0,2,1,2,3,9,12,2,3,4,6,18,29,.609,.000,.500,21.8,7.3,3.0,0.5,0.8,1.0
6,Walter McCarty\mccarwa01,28,4,4,145,10,24,7,18,0,0,4,16,20,8,3,2,6,15,27,.417,.389,,36.3,6.8,5.0,2.0,0.8,0.5
7,Mark Blount\blounma01,27,4,0,69,6,12,0,0,3,5,3,12,15,0,4,4,5,8,15,.500,,.600,17.3,3.8,3.8,0.0,1.0,1.0
8,J.R. Bremer\bremejr01,22,4,0,55,4,19,3,14,1,1,0,4,4,5,2,0,3,6,12,.211,.214,1.000,13.8,3.0,1.0,1.3,0.5,0.0
