,,,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Shooting,Shooting,Shooting,Per Game,Per Game,Per Game,Per Game,Per Game,Per Game
Rk,Player,Age,G,GS,MP,FG,FGA,3P,3PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,FG%,3P%,FT%,MP,PTS,TRB,AST,STL,BLK
1,Reggie Lewis\lewisre01,26,3,3,120,33,68,1,2,16,22,2,11,13,9,7,0,5,16,83,.485,.500,.727,40.0,27.7,4.3,3.0,2.3,0.0
2,John Bagley\baglejo01,31,3,3,111,20,40,1,2,20,28,5,10,15,35,3,1,13,8,61,.500,.500,.714,37.0,20.3,5.0,11.7,1.0,0.3
3,Kevin Gamble\gamblke01,26,3,3,122,27,58,0,1,2,3,4,14,18,6,6,0,2,9,56,.466,.000,.667,40.7,18.7,6.0,2.0,2.0,0.0
4,Kevin McHale\mchalke01,34,3,0,96,17,34,0,0,17,19,7,20,27,7,2,2,4,15,51,.500,,.895,32.0,17.0,9.0,2.3,0.7,0.7
5,Robert Parish\parisro01,38,3,3,115,19,33,0,0,6,9,17,18,35,7,3,5,4,2,44,.576,,.667,38.3,14.7,11.7,2.3,1.0,1.7
6,Ed Pinckney\pincked01,28,3,3,94,7,14,0,0,11,14,14,16,30,1,2,3,4,11,25,.500,,.786,31.3,8.3,10.0,0.3,0.7,1.0
7,Sherman Douglas\douglsh01,25,3,0,38,6,15,0,1,1,2,1,2,3,8,0,0,3,6,13,.400,.000,.500,12.7,4.3,1.0,2.7,0.0,0.0
8,Rick Fox\foxri01,22,3,0,32,3,8,0,0,4,4,2,2,4,2,0,2,0,5,10,.375,,1.000,10.7,3.3,1.3,0.7,0.0,0.7
9,Joe Kleine\kleinjo01,30,3,0,17,0,3,0,0,2,2,1,5,6,0,0,0,2,3,2,.000,,1.000,5.7,0.7,2.0,0.0,0.0,0.0
1,Reggie Miller\millere01,26,3,3,130,25,43,7,11,24,30,4,3,7,14,4,0,4,12,81,.581,.636,.800,43.3,27.0,2.3,4.7,1.3,0.0
2,Detlef Schrempf\schrede01,29,3,0,120,18,47,2,4,25,28,12,27,39,7,2,1,7,10,63,.383,.500,.893,40.0,21.0,13.0,2.3,0.7,0.3
3,Chuck Person\persoch01,27,3,3,118,19,47,5,15,8,12,1,8,9,7,2,0,6,11,51,.404,.333,.667,39.3,17.0,3.0,2.3,0.7,0.0
4,Micheal Williams\willimi02,25,3,3,106,18,43,3,9,11,15,1,7,8,24,9,0,7,12,50,.419,.333,.733,35.3,16.7,2.7,8.0,3.0,0.0
5,George McCloud\mccloge01,24,2,2,53,6,12,3,6,8,11,0,2,2,6,2,1,3,5,23,.500,.500,.727,26.5,11.5,1.0,3.0,1.0,0.5
6,Vern Fleming\flemive01,29,3,0,51,10,18,0,0,1,3,0,2,2,6,3,0,4,5,21,.556,,.333,17.0,7.0,0.7,2.0,1.0,0.0
7,LaSalle Thompson\thompla01,30,3,3,63,7,11,0,0,2,2,2,11,13,4,1,4,3,11,16,.636,,1.000,21.0,5.3,4.3,1.3,0.3,1.3
8,Rik Smits\smitsri01,25,3,1,28,4,11,0,0,2,2,3,3,6,0,2,1,3,7,10,.364,,1.000,9.3,3.3,2.0,0.0,0.7,0.3
9,Dale Davis\davisda01,22,3,0,69,4,10,0,0,0,0,5,14,19,2,0,5,1,8,8,.400,,,23.0,2.7,6.3,0.7,0.0,1.7
10,Greg Dreiling\dreilgr01,29,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,,,,3.0,0.0,0.0,0.0,0.0,0.0
11,Sean Green\greense01,21,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,3.0,0.0,0.0,0.0,0.0,0.0
12,Kenny Williams\willike03,22,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,,,,1.0,0.0,0.0,0.0,1.0,0.0
1,Michael Jordan\jordami01,28,3,3,119,53,87,0,0,29,32,6,23,29,20,9,3,11,10,135,.609,,.906,39.7,45.0,9.7,6.7,3.0,1.0
2,Scottie Pippen\pippesc01,26,3,3,124,26,47,0,1,20,23,6,12,18,21,7,4,4,8,72,.553,.000,.870,41.3,24.0,6.0,7.0,2.3,1.3
3,Horace Grant\grantho01,26,3,3,111,15,26,0,0,4,5,13,12,25,8,5,1,3,8,34,.577,,.800,37.0,11.3,8.3,2.7,1.7,0.3
4,Will Perdue\perduwi01,26,3,0,38,9,13,0,0,5,8,6,7,13,3,2,4,3,8,23,.692,,.625,12.7,7.7,4.3,1.0,0.7,1.3
5,B.J. Armstrong\armstbj01,24,3,0,56,7,14,1,2,6,6,0,7,7,5,5,0,4,4,21,.500,.500,1.000,18.7,7.0,2.3,1.7,1.7,0.0
6,John Paxson\paxsojo01,31,3,3,78,7,15,0,0,2,2,0,2,2,12,0,0,1,5,16,.467,,1.000,26.0,5.3,0.7,4.0,0.0,0.0
7,Cliff Levingston\levincl01,31,3,0,32,6,11,0,0,1,2,5,4,9,2,0,2,2,5,13,.545,,.500,10.7,4.3,3.0,0.7,0.0,0.7
8,Stacey King\kingst01,25,1,0,7,4,7,1,1,3,4,2,2,4,2,1,0,1,1,12,.571,1.000,.750,7.0,12.0,4.0,2.0,1.0,0.0
9,Bill Cartwright\cartwbi01,34,3,3,81,4,12,0,0,3,6,5,7,12,8,1,0,3,9,11,.333,,.500,27.0,3.7,4.0,2.7,0.3,0.0
10,Craig Hodges\hodgecr01,31,3,0,21,3,7,2,3,0,0,0,1,1,2,0,0,1,3,8,.429,.667,,7.0,2.7,0.3,0.7,0.0,0.0
11,Scott Williams\willisc01,23,3,0,35,1,8,0,1,3,6,3,9,12,0,1,1,4,6,5,.125,.000,.500,11.7,1.7,4.0,0.0,0.3,0.3
12,Bob Hansen\hansebo01,31,2,0,18,1,7,0,1,0,0,2,2,4,3,0,0,1,2,2,.143,.000,,9.0,1.0,2.0,1.5,0.0,0.0
1,Rony Seikaly\seikaro01,26,3,3,117,19,35,0,0,24,32,11,19,30,4,1,5,9,15,62,.543,,.750,39.0,20.7,10.0,1.3,0.3,1.7
2,Glen Rice\ricegl01,24,3,3,119,24,64,3,12,6,7,3,7,10,5,2,0,6,7,57,.375,.250,.857,39.7,19.0,3.3,1.7,0.7,0.0
3,Steve Smith\smithst01,22,3,3,100,18,34,7,11,5,6,3,3,6,15,4,1,3,2,48,.529,.636,.833,33.3,16.0,2.0,5.0,1.3,0.3
4,Grant Long\longgr01,25,3,3,120,15,36,0,4,7,10,7,8,15,8,5,0,5,11,37,.417,.000,.700,40.0,12.3,5.0,2.7,1.7,0.0
5,Brian Shaw\shawbr01,25,3,3,85,14,30,3,5,5,8,2,11,13,12,2,0,7,13,36,.467,.600,.625,28.3,12.0,4.3,4.0,0.7,0.0
6,Bimbo Coles\colesbi01,23,3,0,45,7,10,1,1,8,10,2,5,7,6,3,0,5,5,23,.700,1.000,.800,15.0,7.7,2.3,2.0,1.0,0.0
7,Kevin Edwards\edwarke01,26,3,0,55,5,13,0,0,5,8,1,6,7,7,2,0,5,3,15,.385,,.625,18.3,5.0,2.3,2.3,0.7,0.0
8,Keith Askins\askinke01,24,3,0,48,5,11,3,5,0,2,4,5,9,3,1,0,1,7,13,.455,.600,.000,16.0,4.3,3.0,1.0,0.3,0.0
9,Alan Ogg\oggal01,24,3,0,15,1,3,0,0,1,2,0,1,1,0,1,3,0,3,3,.333,,.500,5.0,1.0,0.3,0.0,0.3,1.0
10,Alec Kessler\kesslal01,25,2,0,12,0,2,0,0,2,2,0,1,1,0,0,0,1,1,2,.000,,1.000,6.0,1.0,0.5,0.0,0.0,0.0
11,John Morton\mortojo01,24,1,0,2,0,0,0,0,2,2,0,0,0,0,0,0,1,0,2,,,1.000,2.0,2.0,0.0,0.0,0.0,0.0
12,Jon Sundvold\sundvjo01,30,1,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,.000,,,2.0,0.0,0.0,0.0,0.0,0.0
1,Brad Daugherty\daughbr01,26,4,4,161,29,58,0,1,44,50,8,38,46,12,1,4,13,10,102,.500,.000,.880,40.3,25.5,11.5,3.0,0.3,1.0
2,Mark Price\pricema01,27,4,4,152,28,59,5,23,24,26,4,11,15,40,6,2,20,9,85,.475,.217,.923,38.0,21.3,3.8,10.0,1.5,0.5
3,Larry Nance\nancela01,32,4,4,163,28,59,0,0,15,20,13,28,41,8,2,12,11,12,71,.475,,.750,40.8,17.8,10.3,2.0,0.5,3.0
4,Hot Rod Williams\williho01,29,4,0,136,23,40,0,0,25,30,23,20,43,6,9,4,3,15,71,.575,,.833,34.0,17.8,10.8,1.5,2.3,1.0
5,Mike Sanders\sandemi01,31,4,4,91,15,29,0,0,3,4,6,10,16,7,5,3,6,15,33,.517,,.750,22.8,8.3,4.0,1.8,1.3,0.8
6,John Battle\battljo01,29,4,0,71,10,28,0,0,8,10,1,4,5,7,0,1,10,9,28,.357,,.800,17.8,7.0,1.3,1.8,0.0,0.3
