,,,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Shooting,Shooting,Shooting,Per Game,Per Game,Per Game,Per Game,Per Game,Per Game
Rk,Player,Age,G,GS,MP,FG,FGA,3P,3PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,FG%,3P%,FT%,MP,PTS,TRB,AST,STL,BLK
1,Michael Jordan\jordami01,28,6,6,245,73,166,3,6,41,45,15,24,39,38,15,3,20,16,190,.440,.500,.911,40.8,31.7,6.5,6.3,2.5,0.5
2,Scottie Pippen\pippesc01,26,6,6,235,44,93,2,7,29,41,18,49,67,34,11,9,24,17,119,.473,.286,.707,39.2,19.8,11.2,5.7,1.8,1.5
3,Horace Grant\grantho01,26,6,6,233,29,58,0,0,19,22,33,38,71,13,5,11,9,21,77,.500,,.864,38.8,12.8,11.8,2.2,0.8,1.8
4,B.J. Armstrong\armstbj01,24,6,0,118,19,43,1,2,6,7,1,3,4,13,4,0,3,8,45,.442,.500,.857,19.7,7.5,0.7,2.2,0.7,0.0
5,John Paxson\paxsojo01,31,6,6,160,18,29,4,6,0,1,0,6,6,11,1,1,2,16,40,.621,.667,.000,26.7,6.7,1.0,1.8,0.2,0.2
6,Bill Cartwright\cartwbi01,34,6,6,150,17,33,0,0,0,2,5,24,29,8,6,2,4,13,34,.515,,.000,25.0,5.7,4.8,1.3,1.0,0.3
7,Scott Williams\willisc01,23,6,0,85,12,23,0,0,6,7,11,15,26,0,1,6,4,17,30,.522,,.857,14.2,5.0,4.3,0.0,0.2,1.0
8,Cliff Levingston\levincl01,31,6,0,60,9,19,0,0,5,9,3,6,9,1,2,2,5,13,23,.474,,.556,10.0,3.8,1.5,0.2,0.3,0.3
9,Stacey King\kingst01,25,5,0,38,5,12,0,0,3,6,1,3,4,3,2,1,5,3,13,.417,,.500,7.6,2.6,0.8,0.6,0.4,0.2
10,Craig Hodges\hodgecr01,31,5,0,51,2,16,0,6,1,2,2,0,2,0,2,0,4,3,5,.125,.000,.500,10.2,1.0,0.4,0.0,0.4,0.0
11,Will Perdue\perduwi01,26,5,0,54,2,5,0,0,1,2,3,5,8,5,1,3,1,8,5,.400,,.500,10.8,1.0,1.6,1.0,0.2,0.6
12,Bob Hansen\hansebo01,31,2,0,11,2,5,0,1,0,1,1,2,3,4,0,0,0,2,4,.400,.000,.000,5.5,2.0,1.5,2.0,0.0,0.0
1,Mark Price\pricema01,27,6,6,204,38,80,12,22,23,25,4,9,13,32,6,0,22,11,111,.475,.545,.920,34.0,18.5,2.2,5.3,1.0,0.0
2,Larry Nance\nancela01,32,6,6,232,43,92,0,1,21,25,18,36,54,17,7,20,9,22,107,.467,.000,.840,38.7,17.8,9.0,2.8,1.2,3.3
3,Brad Daugherty\daughbr01,26,6,6,246,37,78,0,0,32,40,18,43,61,25,5,3,11,20,106,.474,,.800,41.0,17.7,10.2,4.2,0.8,0.5
4,Hot Rod Williams\williho01,29,6,0,192,27,56,0,0,22,33,10,32,42,17,5,4,14,25,76,.482,,.667,32.0,12.7,7.0,2.8,0.8,0.7
5,Craig Ehlo\ehlocr01,30,6,6,240,27,66,11,26,10,13,7,16,23,27,12,1,6,19,75,.409,.423,.769,40.0,12.5,3.8,4.5,2.0,0.2
6,Mike Sanders\sandemi01,31,6,6,133,17,34,1,3,6,7,5,8,13,11,5,2,6,25,41,.500,.333,.857,22.2,6.8,2.2,1.8,0.8,0.3
7,Terrell Brandon\brandte01,21,6,0,81,8,25,0,0,2,2,2,10,12,14,3,0,7,7,18,.320,,1.000,13.5,3.0,2.0,2.3,0.5,0.0
8,John Battle\battljo01,29,4,0,44,7,16,0,0,2,2,1,1,2,3,2,0,3,0,16,.438,,1.000,11.0,4.0,0.5,0.8,0.5,0.0
9,Danny Ferry\ferryda01,25,3,0,33,4,8,1,2,3,3,4,5,9,0,0,1,1,4,12,.500,.500,1.000,11.0,4.0,3.0,0.0,0.0,0.3
10,Steve Kerr\kerrst01,26,3,0,20,2,6,0,1,1,1,1,1,2,3,1,0,0,2,5,.333,.000,1.000,6.7,1.7,0.7,1.0,0.3,0.0
11,Henry James\jameshe01,26,2,0,9,1,4,0,0,2,4,1,1,2,0,1,0,0,2,4,.250,,.500,4.5,2.0,1.0,0.0,0.5,0.0
12,Bobby Phills\phillbo01,22,2,0,6,0,3,0,1,3,4,1,3,4,2,0,0,2,1,3,.000,.000,.750,3.0,1.5,2.0,1.0,0.0,0.0
1,Terry Porter\portete01,28,6,6,243,46,84,18,34,46,54,6,18,24,50,6,0,8,12,156,.548,.529,.852,40.5,26.0,4.0,8.3,1.0,0.0
2,Clyde Drexler\drexlcl01,29,6,6,247,53,113,8,26,28,35,11,21,32,46,9,2,17,17,142,.469,.308,.800,41.2,23.7,5.3,7.7,1.5,0.3
3,Jerome Kersey\kerseje01,29,6,6,218,43,78,0,1,31,44,16,26,42,20,7,8,7,24,117,.551,.000,.705,36.3,19.5,7.0,3.3,1.2,1.3
4,Kevin Duckworth\duckwke01,27,6,6,206,38,64,0,0,6,10,9,17,26,14,3,3,12,21,82,.594,,.600,34.3,13.7,4.3,2.3,0.5,0.5
5,Danny Ainge\aingeda01,32,6,0,105,21,47,6,12,14,17,1,11,12,8,3,0,6,13,62,.447,.500,.824,17.5,10.3,2.0,1.3,0.5,0.0
6,Clifford Robinson\robincl02,25,6,0,145,21,56,0,3,5,9,10,17,27,13,9,8,9,23,47,.375,.000,.556,24.2,7.8,4.5,2.2,1.5,1.3
7,Buck Williams\willibu01,31,6,6,210,12,27,0,0,18,21,17,32,49,6,7,5,12,25,42,.444,,.857,35.0,7.0,8.2,1.0,1.2,0.8
8,Robert Pack\packro01,22,3,0,8,3,7,0,0,0,0,0,0,0,0,0,0,0,3,6,.429,,,2.7,2.0,0.0,0.0,0.0,0.0
9,Mark Bryant\bryanma01,26,5,0,50,1,9,0,0,3,4,4,6,10,1,0,0,3,12,5,.111,,.750,10.0,1.0,2.0,0.2,0.0,0.0
10,Alaa Abdelnaby\abdelal01,23,3,0,5,1,1,0,0,0,0,0,0,0,1,0,0,0,1,2,1.000,,,1.7,0.7,0.0,0.3,0.0,0.0
11,Wayne Cooper\coopewa01,35,1,0,12,1,3,0,0,0,0,0,4,4,0,0,0,1,3,2,.333,,,12.0,2.0,4.0,0.0,0.0,0.0
12,Ennis Whatley\whatlen01,29,2,0,16,1,5,0,0,0,0,0,0,0,5,2,0,1,1,2,.200,,,8.0,1.0,0.0,2.5,1.0,0.0
1,Karl Malone\malonka01,28,6,6,258,58,106,0,1,53,65,14,56,70,14,6,5,21,19,169,.547,.000,.815,43.0,28.2,11.7,2.3,1.0,0.8
2,Jeff Malone\malonje01,30,6,6,231,44,101,0,1,24,28,8,16,24,18,1,1,10,13,112,.436,.000,.857,38.5,18.7,4.0,3.0,0.2,0.2
3,John Stockton\stockjo01,29,6,6,225,27,68,6,26,26,28,4,9,13,67,8,2,20,16,86,.397,.231,.929,37.5,14.3,2.2,11.2,1.3,0.3
4,Tyrone Corbin\corbity01,29,6,0,167,30,54,0,0,22,28,15,10,25,9,7,0,6,18,82,.556,,.786,27.8,13.7,4.2,1.5,1.2,0.0
5,Blue Edwards\edwarbl01,26,6,2,127,22,48,1,5,7,11,10,10,20,7,9,1,9,19,52,.458,.200,.636,21.2,8.7,3.3,1.2,1.5,0.2
6,Mike Brown\brownmi01,28,6,0,115,13,34,0,0,16,21,12,13,25,5,2,1,5,19,42,.382,,.762,19.2,7.0,4.2,0.8,0.3,0.2
7,David Benoit\benoida01,23,4,4,86,12,29,2,5,4,4,4,8,12,3,2,1,5,12,30,.414,.400,1.000,21.5,7.5,3.0,0.8,0.5,0.3
8,Mark Eaton\eatonma01,35,6,6,165,6,13,0,0,12,17,12,19,31,4,4,12,3,18,24,.462,,.706,27.5,4.0,5.2,0.7,0.7,2.0
9,Delaney Rudd\ruddde01,29,5,0,49,4,10,1,4,3,4,0,2,2,10,2,0,3,6,12,.400,.250,.750,9.8,2.4,0.4,2.0,0.4,0.0
10,Bob Thornton\thornbo01,29,4,0,27,2,4,0,0,3,4,4,5,9,1,0,0,1,3,7,.500,,.750,6.8,1.8,2.3,0.3,0.0,0.0
11,Eric Murdock\murdoer01,23,1,0,7,2,3,0,0,2,2,0,2,2,1,0,1,1,1,6,.667,,1.000,7.0,6.0,2.0,1.0,0.0,1.0
12,Corey Crowder\crowdco01,22,2,0,8,2,4,0,1,0,0,0,1,1,1,0,0,2,1,4,.500,.000,,4.0,2.0,0.5,0.5,0.0,0.0
