,,,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Shooting,Shooting,Shooting,Per Game,Per Game,Per Game,Per Game,Per Game,Per Game
Rk,Player,Age,G,GS,MP,FG,FGA,3P,3PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,FG%,3P%,FT%,MP,PTS,TRB,AST,STL,BLK
1,Richard Hamilton\hamilri01,25,6,6,257,54,114,2,9,32,37,4,23,27,23,4,1,15,17,142,.474,.222,.865,42.8,23.7,4.5,3.8,0.7,0.2
2,Rasheed Wallace\wallara01,29,6,6,237,31,87,3,15,12,16,14,34,48,9,8,14,14,22,77,.356,.200,.750,39.5,12.8,8.0,1.5,1.3,2.3
3,Chauncey Billups\billuch01,27,6,6,226,20,65,7,27,29,34,4,16,20,34,8,2,22,13,76,.308,.259,.853,37.7,12.7,3.3,5.7,1.3,0.3
4,Ben Wallace\wallabe01,29,6,6,237,19,47,0,0,9,19,23,70,93,9,6,19,8,14,47,.404,,.474,39.5,7.8,15.5,1.5,1.0,3.2
5,Corliss Williamson\willico02,30,6,0,101,12,40,0,0,13,18,8,10,18,7,2,1,5,19,37,.300,,.722,16.8,6.2,3.0,1.2,0.3,0.2
6,Tayshaun Prince\princta01,23,6,6,179,13,40,3,8,6,8,8,22,30,12,4,12,5,16,35,.325,.375,.750,29.8,5.8,5.0,2.0,0.7,2.0
7,Mehmet Okur\okurme01,24,6,0,61,4,13,1,1,4,4,2,9,11,1,0,1,4,5,13,.308,1.000,1.000,10.2,2.2,1.8,0.2,0.0,0.2
8,Elden Campbell\campbel01,35,4,0,28,3,10,0,0,2,4,3,2,5,1,1,4,3,8,8,.300,,.500,7.0,2.0,1.3,0.3,0.3,1.0
9,Mike James\jamesmi01,28,5,0,47,3,10,2,3,0,2,2,4,6,5,1,0,6,8,8,.300,.667,.000,9.4,1.6,1.2,1.0,0.2,0.0
10,Darvin Ham\hamda01,30,6,0,21,2,4,0,1,0,0,3,3,6,0,1,1,3,4,4,.500,.000,,3.5,0.7,1.0,0.0,0.2,0.2
11,Lindsey Hunter\hunteli01,33,6,0,46,2,7,0,1,0,0,0,6,6,2,2,1,0,7,4,.286,.000,,7.7,0.7,1.0,0.3,0.3,0.2
1,Jermaine O'Neal\onealje01,25,6,6,240,38,95,0,2,28,34,12,48,60,5,1,15,12,18,104,.400,.000,.824,40.0,17.3,10.0,0.8,0.2,2.5
2,Metta World Peace\artesro01,24,6,6,240,31,104,6,31,19,27,10,40,50,14,12,6,10,20,87,.298,.194,.704,40.0,14.5,8.3,2.3,2.0,1.0
3,Reggie Miller\millere01,38,6,6,183,17,44,8,24,14,17,3,16,19,14,4,2,9,11,56,.386,.333,.824,30.5,9.3,3.2,2.3,0.7,0.3
4,Al Harrington\harrial01,23,6,1,145,19,51,1,3,9,13,9,22,31,2,7,1,7,20,48,.373,.333,.692,24.2,8.0,5.2,0.3,1.2,0.2
5,Jamaal Tinsley\tinslja01,25,6,6,132,16,49,2,17,7,8,1,10,11,21,8,2,12,23,41,.327,.118,.875,22.0,6.8,1.8,3.5,1.3,0.3
6,Austin Croshere\croshau01,28,6,2,131,11,32,5,12,9,12,8,19,27,5,2,2,4,10,36,.344,.417,.750,21.8,6.0,4.5,0.8,0.3,0.3
7,Anthony Johnson\johnsan02,29,6,0,146,9,30,2,9,7,8,6,10,16,20,7,2,4,13,27,.300,.222,.875,24.3,4.5,2.7,3.3,1.2,0.3
8,Fred Jones\jonesfr01,24,6,0,82,7,17,3,7,0,0,1,9,10,1,3,3,3,14,17,.412,.429,,13.7,2.8,1.7,0.2,0.5,0.5
9,Jonathan Bender\bendejo01,23,6,0,56,6,15,3,7,1,2,1,3,4,2,0,7,8,9,16,.400,.429,.500,9.3,2.7,0.7,0.3,0.0,1.2
10,Jeff Foster\fosteje01,27,6,3,76,2,8,0,0,0,0,11,14,25,1,4,3,1,7,4,.250,,,12.7,0.7,4.2,0.2,0.7,0.5
11,Kenny Anderson\anderke01,33,2,0,9,0,2,0,0,0,0,0,0,0,0,1,0,3,2,0,.000,,,4.5,0.0,0.0,0.0,0.5,0.0
1,Kobe Bryant\bryanko01,25,6,6,255,48,116,8,30,42,56,5,19,24,33,9,2,17,15,146,.414,.267,.750,42.5,24.3,4.0,5.5,1.5,0.3
2,Shaquille O'Neal\onealsh01,31,6,6,245,41,72,0,0,42,93,32,62,94,17,1,18,13,22,124,.569,,.452,40.8,20.7,15.7,2.8,0.2,3.0
3,Karl Malone\malonka01,40,6,6,237,30,67,0,0,12,17,13,43,56,28,7,0,16,23,72,.448,,.706,39.5,12.0,9.3,4.7,1.2,0.0
4,Derek Fisher\fishede01,29,6,0,163,23,50,9,17,5,9,3,18,21,24,6,0,3,10,60,.460,.529,.556,27.2,10.0,3.5,4.0,1.0,0.0
5,Gary Payton\paytoga01,35,6,6,210,22,53,6,22,4,4,5,14,19,35,4,1,4,15,54,.415,.273,1.000,35.0,9.0,3.2,5.8,0.7,0.2
6,Devean George\georgde01,26,6,6,131,13,37,3,17,0,2,4,5,9,3,4,2,1,14,29,.351,.176,.000,21.8,4.8,1.5,0.5,0.7,0.3
7,Kareem Rush\rushka01,23,6,0,84,10,24,9,17,0,0,0,6,6,6,1,2,4,5,29,.417,.529,,14.0,4.8,1.0,1.0,0.2,0.3
8,Stanislav Medvedenko\medvest01,24,6,0,62,10,19,0,0,0,1,7,7,14,2,0,2,1,13,20,.526,,.000,10.3,3.3,2.3,0.3,0.0,0.3
9,Luke Walton\waltolu01,23,4,0,8,2,2,2,2,3,4,0,3,3,0,0,0,0,1,9,1.000,1.000,.750,2.0,2.3,0.8,0.0,0.0,0.0
10,Rick Fox\foxri01,34,6,0,32,3,5,1,3,0,0,3,3,6,3,1,0,4,7,7,.600,.333,,5.3,1.2,1.0,0.5,0.2,0.0
11,Brian Cook\cookbr01,23,5,0,13,1,3,0,0,0,0,0,0,0,1,0,0,0,1,2,.333,,,2.6,0.4,0.0,0.2,0.0,0.0
1,Kevin Garnett\garneke01,27,6,6,265,57,123,3,7,25,32,13,68,81,27,7,7,22,20,142,.463,.429,.781,44.2,23.7,13.5,4.5,1.2,1.2
2,Latrell Sprewell\sprewla01,33,6,6,261,44,108,10,34,27,31,4,20,24,30,9,0,14,10,125,.407,.294,.871,43.5,20.8,4.0,5.0,1.5,0.0
3,Wally Szczerbiak\szczewa02,26,6,0,183,28,68,7,21,26,28,5,22,27,13,5,1,17,19,89,.412,.333,.929,30.5,14.8,4.5,2.2,0.8,0.2
4,Sam Cassell\cassesa01,34,4,3,64,13,30,4,11,7,7,0,2,2,10,1,1,3,7,37,.433,.364,1.000,16.0,9.3,0.5,2.5,0.3,0.3
5,Trenton Hassell\hassetr01,24,6,6,126,16,26,1,1,4,4,2,1,3,7,3,0,1,15,37,.615,1.000,1.000,21.0,6.2,0.5,1.2,0.5,0.0
6,Fred Hoiberg\hoibefr01,31,6,0,148,13,28,4,10,3,3,5,23,28,8,3,0,3,9,33,.464,.400,1.000,24.7,5.5,4.7,1.3,0.5,0.0
7,Darrick Martin\martida01,32,5,3,105,9,31,2,11,8,8,4,4,8,14,2,0,1,6,28,.290,.182,1.000,21.0,5.6,1.6,2.8,0.4,0.0
8,Mark Madsen\madsema01,28,6,0,72,8,14,0,0,2,4,9,7,16,1,1,0,2,21,18,.571,,.500,12.0,3.0,2.7,0.2,0.2,0.0
9,Ervin Johnson\johnser02,36,6,4,80,5,7,0,0,3,6,3,16,19,1,2,3,1,20,13,.714,,.500,13.3,2.2,3.2,0.2,0.3,0.5
10,Michael Olowokandi\olowomi01,28,6,2,102,5,16,0,1,3,4,8,20,28,0,0,5,6,26,13,.313,.000,.750,17.0,2.2,4.7,0.0,0.0,0.8
11,Oliver Miller\milleol01,33,5,0,27,1,4,0,0,0,0,0,5,5,1,0,3,2,12,2,.250,,,5.4,0.4,1.0,0.2,0.0,0.6
12,Gary Trent\trentga01,29,3,0,7,1,2,0,1,0,0,1,0,1,0,0,0,0,0,2,.500,.000,,2.3,0.7,0.3,0.0,0.0,0.0
