,,,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Shooting,Shooting,Shooting,Per Game,Per Game,Per Game,Per Game,Per Game,Per Game
Rk,Player,Age,G,GS,MP,FG,FGA,3P,3PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,FG%,3P%,FT%,MP,PTS,TRB,AST,STL,BLK
1,Richard Hamilton\hamilri01,25,7,7,271,54,124,5,11,31,36,12,23,35,33,10,0,21,25,144,.435,.455,.861,38.7,20.6,5.0,4.7,1.4,0.0
2,Chauncey Billups\billuch01,27,7,7,276,32,91,13,36,29,34,5,20,25,40,9,0,16,24,106,.352,.361,.853,39.4,15.1,3.6,5.7,1.3,0.0
3,Rasheed Wallace\wallara01,29,7,7,231,34,78,5,24,10,13,13,26,39,8,2,12,11,26,83,.436,.208,.769,33.0,11.9,5.6,1.1,0.3,1.7
4,Ben Wallace\wallabe01,29,7,7,291,31,68,0,1,20,43,34,66,100,16,16,17,17,20,82,.456,.000,.465,41.6,11.7,14.3,2.3,2.3,2.4
5,Tayshaun Prince\princta01,23,7,7,233,18,59,3,12,17,21,5,30,35,16,6,6,7,22,56,.305,.250,.810,33.3,8.0,5.0,2.3,0.9,0.9
6,Corliss Williamson\willico02,30,7,0,120,18,45,0,1,14,17,3,8,11,6,4,2,8,19,50,.400,.000,.824,17.1,7.1,1.6,0.9,0.6,0.3
7,Mike James\jamesmi01,28,7,0,81,11,26,2,8,8,12,3,10,13,10,2,0,6,8,32,.423,.250,.667,11.6,4.6,1.9,1.4,0.3,0.0
8,Mehmet Okur\okurme01,24,7,0,100,11,26,0,2,5,6,7,23,30,1,5,7,4,7,27,.423,.000,.833,14.3,3.9,4.3,0.1,0.7,1.0
9,Lindsey Hunter\hunteli01,33,7,0,78,4,18,3,9,3,4,1,7,8,3,5,1,6,15,14,.222,.333,.750,11.1,2.0,1.1,0.4,0.7,0.1
10,Darvin Ham\hamda01,30,7,0,46,4,8,0,0,0,0,4,1,5,1,1,1,2,6,8,.500,,,6.6,1.1,0.7,0.1,0.1,0.1
11,Elden Campbell\campbel01,35,4,0,23,1,6,0,0,3,4,1,4,5,0,0,2,3,6,5,.167,,.750,5.8,1.3,1.3,0.0,0.0,0.5
12,Darko Milicic\milicda01,18,3,0,5,0,2,0,0,0,0,0,1,1,1,0,0,1,1,0,.000,,,1.7,0.0,0.3,0.3,0.0,0.0
1,Richard Jefferson\jefferi01,23,7,7,305,43,102,7,23,54,75,11,38,49,23,9,7,30,23,147,.422,.304,.720,43.6,21.0,7.0,3.3,1.3,1.0
2,Kenyon Martin\martike01,26,7,7,253,43,93,0,1,31,38,19,46,65,5,6,9,20,33,117,.462,.000,.816,36.1,16.7,9.3,0.7,0.9,1.3
3,Kerry Kittles\kittlke01,29,7,7,267,38,86,11,33,14,23,6,20,26,19,13,7,8,22,101,.442,.333,.609,38.1,14.4,3.7,2.7,1.9,1.0
4,Jason Kidd\kiddja01,30,7,7,311,25,88,5,34,16,21,8,39,47,63,16,3,23,10,71,.284,.147,.762,44.4,10.1,6.7,9.0,2.3,0.4
