,,,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Shooting,Shooting,Shooting,Per Game,Per Game,Per Game,Per Game,Per Game,Per Game
Rk,Player,Age,G,GS,MP,FG,FGA,3P,3PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,FG%,3P%,FT%,MP,PTS,TRB,AST,STL,BLK
1,Richard Hamilton\hamilri01,27,7,7,271,48,110,4,12,36,44,4,13,17,17,8,2,14,22,136,.436,.333,.818,38.7,19.4,2.4,2.4,1.1,0.3
2,Tayshaun Prince\princta01,25,7,7,303,44,97,9,15,29,35,16,22,38,19,3,7,12,13,126,.454,.600,.829,43.2,18.0,5.4,2.7,0.4,1.0
3,Chauncey Billups\billuch01,29,7,7,277,29,77,13,36,33,36,2,25,27,41,14,1,22,15,104,.377,.361,.917,39.6,14.9,3.9,5.9,2.0,0.1
4,Rasheed Wallace\wallara01,31,7,7,242,38,91,12,28,16,30,7,40,47,13,2,7,10,24,104,.418,.429,.533,34.6,14.9,6.7,1.9,0.3,1.0
5,Antonio McDyess\mcdyean01,31,7,0,125,20,36,0,0,4,8,15,22,37,4,3,6,7,22,44,.556,,.500,17.8,6.3,5.3,0.6,0.4,0.9
6,Ben Wallace\wallabe01,31,7,7,281,15,34,0,0,6,28,27,54,81,11,8,12,6,13,36,.441,,.214,40.1,5.1,11.6,1.6,1.1,1.7
7,Lindsey Hunter\hunteli01,35,7,0,78,9,26,6,17,0,0,5,8,13,10,5,1,5,15,24,.346,.353,,11.2,3.4,1.9,1.4,0.7,0.1
8,Maurice Evans\evansma01,27,7,0,35,4,11,1,3,5,6,4,3,7,2,1,1,2,3,14,.364,.333,.833,5.1,2.0,1.0,0.3,0.1,0.1
9,Tony Delk\delkto01,32,6,0,47,5,17,1,5,0,0,0,9,9,3,2,0,1,5,11,.294,.200,,7.9,1.8,1.5,0.5,0.3,0.0
10,Kelvin Cato\catoke01,31,1,0,7,2,3,0,0,0,0,1,1,2,0,0,0,0,1,4,.667,,,7.0,4.0,2.0,0.0,0.0,0.0
11,Carlos Delfino\delfica01,23,1,0,7,1,1,1,1,0,0,0,1,1,0,0,0,3,0,3,1.000,1.000,,7.0,3.0,1.0,0.0,0.0,0.0
12,Dale Davis\davisda01,36,1,0,7,0,3,0,0,0,0,0,2,2,0,0,0,2,4,0,.000,,,7.0,0.0,2.0,0.0,0.0,0.0
1,LeBron James\jamesle01,21,7,7,321,69,156,8,29,40,55,10,50,60,42,10,5,31,19,186,.442,.276,.727,45.9,26.6,8.6,6.0,1.4,0.7
2,Zydrunas Ilgauskas\ilgauzy01,30,7,7,186,33,70,0,0,10,12,19,26,45,6,3,13,12,23,76,.471,,.833,26.6,10.9,6.4,0.9,0.4,1.9
3,Anderson Varejao\varejan01,23,7,0,143,22,38,0,0,21,26,9,21,30,0,5,1,2,27,65,.579,,.808,20.4,9.3,4.3,0.0,0.7,0.1
4,Donyell Marshall\marshdo01,32,7,0,184,21,51,9,24,9,9,11,26,37,1,3,8,9,14,60,.412,.375,1.000,26.3,8.6,5.3,0.1,0.4,1.1
5,Drew Gooden\goodedr01,24,7,7,143,23,45,0,0,8,9,15,27,42,5,1,0,10,19,54,.511,,.889,20.4,7.7,6.0,0.7,0.1,0.0
6,Ronald Murray\murraro01,26,7,5,229,12,55,2,12,13,18,6,16,22,12,7,1,7,14,39,.218,.167,.722,32.6,5.6,3.1,1.7,1.0,0.1
7,Eric Snow\snower01,32,7,7,203,14,35,0,0,6,11,9,11,20,21,5,1,13,16,34,.400,,.545,29.0,4.9,2.9,3.0,0.7,0.1
8,Larry Hughes\hughela01,27,3,2,92,10,30,1,3,5,6,3,7,10,12,3,0,3,12,26,.333,.333,.833,30.7,8.7,3.3,4.0,1.0,0.0
9,Damon Jones\jonesda01,29,7,0,157,6,23,4,16,3,4,1,11,12,8,1,0,2,13,19,.261,.250,.750,22.5,2.7,1.7,1.1,0.1,0.0
10,Ira Newble\newblir01,31,3,0,10,3,3,1,1,0,0,1,1,2,0,1,0,1,1,7,1.000,1.000,,3.2,2.3,0.7,0.0,0.3,0.0
11,Alan Henderson\hendeal01,33,2,0,9,0,2,0,0,0,0,1,1,2,0,0,0,0,1,0,.000,,,4.4,0.0,1.0,0.0,0.0,0.0
12,Sasha Pavlovic\pavloal01,22,2,0,3,0,2,0,1,0,0,0,1,1,0,0,0,0,0,0,.000,.000,,1.6,0.0,0.5,0.0,0.0,0.0
1,Dwyane Wade\wadedw01,24,5,5,210,45,92,6,9,42,53,4,26,30,33,12,3,18,16,138,.489,.667,.792,41.9,27.6,6.0,6.6,2.4,0.6
2,Shaquille O'Neal\onealsh01,33,5,5,155,38,67,0,0,17,44,15,21,36,8,3,2,15,18,93,.567,,.386,31.1,18.6,7.2,1.6,0.6,0.4
3,Antoine Walker\walkean02,29,5,5,179,25,52,15,34,4,6,4,23,27,9,5,1,7,10,69,.481,.441,.667,35.8,13.8,5.4,1.8,1.0,0.2
4,Udonis Haslem\hasleud01,25,5,5,147,20,31,0,0,18,21,8,31,39,6,3,1,5,15,58,.645,,.857,29.5,11.6,7.8,1.2,0.6,0.2
5,Jason Williams\willija02,30,5,5,151,16,44,4,20,12,13,1,11,12,17,4,0,12,8,48,.364,.200,.923,30.1,9.6,2.4,3.4,0.8,0.0
6,Gary Payton\paytoga01,37,5,0,113,14,29,7,17,1,1,1,4,5,4,5,1,2,11,36,.483,.412,1.000,22.5,7.2,1.0,0.8,1.0,0.2
7,Alonzo Mourning\mournal01,35,5,0,61,8,11,0,0,13,18,6,7,13,2,2,5,4,11,29,.727,,.722,12.2,5.8,2.6,0.4,0.4,1.0
8,James Posey\poseyja01,29,5,0,137,7,20,6,16,7,10,1,26,27,6,4,1,1,17,27,.350,.375,.700,27.5,5.4,5.4,1.2,0.8,0.2
9,Derek Anderson\anderde01,31,2,0,23,1,6,1,4,7,8,0,5,5,1,0,0,1,7,10,.167,.250,.875,11.3,5.0,2.5,0.5,0.0,0.0
10,Michael Doleac\doleami01,28,2,0,16,1,2,0,0,0,0,0,4,4,0,0,0,0,1,2,.500,,,8.2,1.0,2.0,0.0,0.0,0.0
11,Shandon Anderson\andersh01,32,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,,,,3.4,0.0,0.0,0.0,0.0,0.0
12,Wayne Simien\simiewa01,22,1,0,5,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,.000,,,4.7,0.0,1.0,0.0,0.0,0.0
1,Vince Carter\cartevi01,29,5,5,206,53,113,5,25,40,53,7,21,28,24,5,2,14,15,151,.469,.200,.755,41.2,30.2,5.6,4.8,1.0,0.4
2,Richard Jefferson\jefferi01,25,5,5,176,42,75,8,14,11,15,2,19,21,20,8,0,13,17,103,.560,.571,.733,35.1,20.6,4.2,4.0,1.6,0.0
3,Jason Kidd\kiddja01,32,5,5,212,30,67,10,28,14,15,10,29,39,45,9,0,12,16,84,.448,.357,.933,42.5,16.8,7.8,9.0,1.8,0.0
4,Nenad Krstic\krstine01,22,5,5,160,22,51,0,0,10,16,8,24,32,3,1,5,11,19,54,.431,,.625,32.0,10.8,6.4,0.6,0.2,1.0
5,Lamond Murray\murrala01,32,5,0,127,15,40,7,24,9,11,5,21,26,1,2,0,2,14,46,.375,.292,.818,25.4,9.2,5.2,0.2,0.4,0.0
6,Jason Collins\collija04,27,5,5,148,6,12,0,0,8,15,8,18,26,1,1,0,6,27,20,.500,,.533,29.6,4.0,5.2,0.2,0.2,0.0
7,Jacque Vaughn\vaughja01,30,5,0,60,3,12,0,0,2,4,1,4,5,6,0,0,2,11,8,.250,,.500,12.1,1.6,1.0,1.2,0.0,0.0
8,Clifford Robinson\robincl02,39,2,0,48,2,6,1,4,1,2,0,7,7,1,3,1,3,7,6,.333,.250,.500,24.0,3.0,3.5,0.5,1.5,0.5
9,Scott Padgett\padgesc01,29,1,0,6,1,1,0,0,1,2,2,0,2,0,0,0,0,1,3,1.000,,.500,6.0,3.0,2.0,0.0,0.0,0.0
10,John Thomas\thomajo02,30,5,0,47,1,4,0,0,1,2,4,6,10,1,3,1,4,14,3,.250,,.500,9.4,0.6,2.0,0.2,0.6,0.2
11,Zoran Planinic\planizo01,23,1,0,3,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,,,,2.9,0.0,0.0,1.0,1.0,0.0
12,Antoine Wright\wrighan01,21,3,0,7,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,,,2.3,0.0,0.0,0.0,0.0,0.0
1,Dirk Nowitzki\nowitdi01,27,7,7,310,58,110,1,8,73,80,13,80,93,19,10,3,21,20,190,.527,.125,.913,44.2,27.1,13.3,2.7,1.4,0.4
2,Jason Terry\terryja01,28,6,6,244,46,105,9,23,17,18,4,14,18,19,7,0,11,14,118,.438,.391,.944,40.6,19.7,3.0,3.2,1.2,0.0
3,Josh Howard\howarjo01,25,7,7,263,41,91,5,13,28,34,13,37,50,8,3,6,17,24,115,.451,.385,.824,37.5,16.4,7.1,1.1,0.4,0.9
4,Jerry Stackhouse\stackje01,31,7,1,245,45,103,9,22,13,21,5,12,17,17,2,2,6,8,112,.437,.409,.619,35.0,16.0,2.4,2.4,0.3,0.3
5,Devin Harris\harride01,22,7,6,221,31,66,0,3,27,36,5,14,19,14,3,3,18,23,89,.470,.000,.750,31.6,12.7,2.7,2.0,0.4,0.4
6,Erick Dampier\dampier01,30,7,1,172,10,18,0,1,7,12,17,20,37,1,2,11,2,35,27,.556,.000,.583,24.5,3.9,5.3,0.1,0.3,1.6
7,Marquis Daniels\daniema01,25,6,0,76,9,22,0,1,7,9,4,3,7,11,2,1,2,12,25,.409,.000,.778,12.7,4.2,1.2,1.8,0.3,0.2
8,DeSagana Diop\diopde01,24,7,6,108,10,16,0,0,5,7,15,19,34,0,6,11,3,28,25,.625,,.714,15.4,3.6,4.9,0.0,0.9,1.6
9,Keith Van Horn\vanhoke01,30,3,0,30,6,14,5,9,2,2,0,4,4,0,0,2,2,14,19,.429,.556,1.000,10.0,6.3,1.3,0.0,0.0,0.7
10,Adrian Griffin\griffad01,31,4,1,40,1,3,0,0,3,4,2,3,5,2,1,1,0,7,5,.333,,.750,10.1,1.3,1.3,0.5,0.3,0.3
11,Darrell Armstrong\armstda01,37,4,0,13,1,2,0,0,0,0,1,0,1,1,3,0,0,3,2,.500,,,3.2,0.5,0.3,0.3,0.8,0.0
12,Didier Ilunga-Mbenga\mbengdj01,25,3,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,.000,,,1.5,0.0,0.0,0.0,0.0,0.0
13,Josh Powell\poweljo01,23,1,0,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,,,4.7,0.0,0.0,0.0,0.0,0.0
1,Tim Duncan\duncati01,29,7,7,291,80,144,0,2,66,90,24,58,82,26,7,18,21,28,226,.556,.000,.733,41.6,32.3,11.7,3.7,1.0,2.6
2,Manu Ginobili\ginobma01,28,7,5,243,44,90,9,22,52,60,7,23,30,13,16,5,17,27,149,.489,.409,.867,34.7,21.3,4.3,1.9,2.3,0.7
3,Tony Parker\parketo01,23,7,7,268,54,128,0,3,33,44,5,21,26,22,7,1,22,18,141,.422,.000,.750,38.3,20.1,3.7,3.1,1.0,0.1
4,Michael Finley\finlemi01,32,7,4,259,29,56,8,22,8,8,1,32,33,6,5,2,7,11,74,.518,.364,1.000,37.0,10.6,4.7,0.9,0.7,0.3
5,Brent Barry\barrybr01,34,7,2,161,12,24,6,14,7,8,1,18,19,10,4,1,9,21,37,.500,.429,.875,23.0,5.3,2.7,1.4,0.6,0.1
6,Bruce Bowen\bowenbr01,34,7,7,269,13,30,6,15,1,2,3,13,16,7,6,6,5,27,33,.433,.400,.500,38.5,4.7,2.3,1.0,0.9,0.9
7,Robert Horry\horryro01,35,7,3,111,4,16,1,7,10,15,8,18,26,2,2,3,3,18,19,.250,.143,.667,15.9,2.7,3.7,0.3,0.3,0.4
8,Nick Van Exel\vanexni01,34,7,0,71,4,12,0,2,0,0,0,5,5,9,1,1,1,6,8,.333,.000,,10.1,1.1,0.7,1.3,0.1,0.1
9,Beno Udrih\udrihbe01,23,2,0,12,2,8,0,1,3,4,0,1,1,0,0,0,2,2,7,.250,.000,.750,5.9,3.5,0.5,0.0,0.0,0.0
10,Fabricio Oberto\obertfa01,30,3,0,18,2,6,0,0,0,2,3,0,3,0,0,1,0,5,4,.333,,.000,5.8,1.3,1.0,0.0,0.0,0.3
11,Nazr Mohammed\mohamna01,28,3,0,15,0,0,0,0,1,2,2,4,6,0,1,0,0,6,1,,,.500,4.9,0.3,2.0,0.0,0.3,0.0
12,Rasho Nesterovic\nestera01,29,3,0,12,0,0,0,0,0,0,0,3,3,0,0,0,0,2,0,,,,4.2,0.0,1.0,0.0,0.0,0.0
1,Shawn Marion\mariosh01,27,7,7,298,68,135,12,38,31,36,21,67,88,15,13,10,8,22,179,.504,.316,.861,42.6,25.6,12.6,2.1,1.9,1.4
2,Raja Bell\bellra01,29,7,7,296,45,88,24,47,20,25,5,15,20,19,6,1,5,27,134,.511,.511,.800,42.3,19.1,2.9,2.7,0.9,0.1
3,Steve Nash\nashst01,31,7,7,284,46,96,9,28,27,31,5,18,23,76,4,2,21,16,128,.479,.321,.871,40.6,18.3,3.3,10.9,0.6,0.3
4,Leandro Barbosa\barbole01,23,7,0,222,43,90,12,32,16,19,2,9,11,23,4,2,11,26,114,.478,.375,.842,31.7,16.3,1.6,3.3,0.6,0.3
5,Tim Thomas\thomati01,28,7,5,227,36,81,17,45,14,15,7,36,43,14,6,3,5,31,103,.444,.378,.933,32.4,14.7,6.1,2.0,0.9,0.4
6,Boris Diaw\diawbo01,23,7,7,271,43,83,2,2,13,22,11,30,41,43,9,8,19,19,101,.518,1.000,.591,38.8,14.4,5.9,6.1,1.3,1.1
7,James Jones\jonesja02,25,7,2,108,8,30,1,9,7,9,9,15,24,1,2,3,2,7,24,.267,.111,.778,15.4,3.4,3.4,0.1,0.3,0.4
8,Brian Grant\grantbr01,33,2,0,8,1,3,0,0,0,0,2,0,2,0,0,0,0,4,2,.333,,,3.8,1.0,1.0,0.0,0.0,0.0
9,Nikoloz Tskitishvili\tskitni01,22,1,0,3,0,2,0,0,1,2,0,1,1,1,0,0,0,0,1,.000,,.500,2.5,1.0,1.0,1.0,0.0,0.0
10,Eddie House\houseed01,27,2,0,13,0,5,0,2,0,0,0,0,0,0,1,0,1,1,0,.000,.000,,6.5,0.0,0.0,0.0,0.5,0.0
1,Elton Brand\brandel01,26,7,7,319,88,149,0,1,40,52,35,38,73,30,7,22,14,17,216,.591,.000,.769,45.5,30.9,10.4,4.3,1.0,3.1
2,Sam Cassell\cassesa01,36,7,7,259,49,107,11,27,34,43,8,25,33,42,4,1,18,23,143,.458,.407,.791,37.1,20.4,4.7,6.0,0.6,0.1
3,Corey Maggette\maggeco01,26,7,2,182,31,66,4,14,32,34,2,56,58,12,5,2,18,21,98,.470,.286,.941,26.1,14.0,8.3,1.7,0.7,0.3
4,Cuttino Mobley\moblecu01,30,7,7,287,32,81,3,12,12,13,8,29,37,13,5,2,13,14,79,.395,.250,.923,41.0,11.3,5.3,1.9,0.7,0.3
5,Chris Kaman\kamanch01,23,6,6,156,30,47,0,0,9,12,15,38,53,4,3,5,17,20,69,.638,,.750,26.1,11.5,8.8,0.7,0.5,0.8
6,Quinton Ross\rossqu01,24,7,5,162,30,53,0,0,9,10,4,16,20,4,5,2,5,20,69,.566,,.900,23.1,9.9,2.9,0.6,0.7,0.3
7,Vladimir Radmanovic\radmavl01,25,7,1,153,21,41,12,23,7,10,6,20,26,5,2,5,2,20,61,.512,.522,.700,21.8,8.7,3.7,0.7,0.3,0.7
8,Shaun Livingston\livinsh01,20,7,0,198,21,49,1,1,9,10,12,21,33,27,1,3,9,17,52,.429,1.000,.900,28.2,7.4,4.7,3.9,0.1,0.4
9,Daniel Ewing\ewingda01,22,4,0,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1.000,,,0.9,0.5,0.0,0.0,0.0,0.0
10,Walter McCarty\mccarwa01,31,6,0,4,1,4,0,1,0,0,0,1,1,0,0,0,0,0,2,.250,.000,,0.6,0.3,0.2,0.0,0.0,0.0
11,James Singleton\singlja01,24,3,0,7,1,1,0,0,0,0,0,1,1,0,0,0,0,0,2,1.000,,,2.2,0.7,0.3,0.0,0.0,0.0
