,,,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Shooting,Shooting,Shooting,Per Game,Per Game,Per Game,Per Game,Per Game,Per Game
Rk,Player,Age,G,GS,MP,FG,FGA,3P,3PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,FG%,3P%,FT%,MP,PTS,TRB,AST,STL,BLK
1,Kyrie Irving\irvinky01,23,4,4,151,41,87,16,34,12,16,3,6,9,19,5,1,6,5,110,.471,.471,.750,37.8,27.5,2.3,4.8,1.3,0.3
2,LeBron James\jamesle01,31,4,4,165,38,78,4,19,11,15,5,31,36,27,7,3,13,12,91,.487,.211,.733,41.2,22.8,9.0,6.8,1.8,0.8
3,Kevin Love\loveke01,27,4,4,143,25,61,9,23,16,21,10,38,48,7,2,0,4,7,75,.410,.391,.762,35.8,18.8,12.0,1.8,0.5,0.0
4,J.R. Smith\smithjr01,30,4,4,142,18,39,17,33,1,2,2,16,18,7,3,0,1,10,54,.462,.515,.500,35.6,13.5,4.5,1.8,0.8,0.0
5,Matthew Dellavedova\dellama01,25,4,0,72,13,23,4,10,8,10,0,3,3,16,1,0,1,11,38,.565,.400,.800,18.1,9.5,0.8,4.0,0.3,0.0
6,Tristan Thompson\thomptr01,24,4,4,113,7,13,0,0,1,3,16,6,22,4,2,3,2,10,15,.538,,.333,28.3,3.8,5.5,1.0,0.5,0.8
7,Richard Jefferson\jefferi01,35,4,0,66,5,13,3,9,0,0,1,6,7,3,0,0,0,9,13,.385,.333,,16.6,3.3,1.8,0.8,0.0,0.0
8,Iman Shumpert\shumpim01,25,4,0,61,4,13,2,7,0,0,3,12,15,4,2,0,1,7,10,.308,.286,,15.1,2.5,3.8,1.0,0.5,0.0
9,Jordan McRae\mcraejo01,24,1,0,1,2,2,1,1,0,0,0,1,1,0,0,0,0,0,5,1.000,1.000,,1.2,5.0,1.0,0.0,0.0,0.0
10,Channing Frye\fryech01,32,3,0,29,1,3,1,2,0,0,0,5,5,0,1,2,1,8,3,.333,.500,,9.5,1.0,1.7,0.0,0.3,0.7
11,Dahntay Jones\jonesda02,35,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,1.2,0.0,0.0,0.0,0.0,0.0
12,James Jones\jonesja02,35,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,1.2,0.0,0.0,0.0,0.0,0.0
13,Timofey Mozgov\mozgoti01,29,2,0,14,0,2,0,0,0,0,0,0,0,1,0,1,2,2,0,.000,,,6.8,0.0,0.0,0.5,0.0,0.5
1,Marcus Morris\morrima03,26,4,4,144,22,47,7,18,20,23,2,11,13,10,2,0,5,17,71,.468,.389,.870,36.0,17.8,3.3,2.5,0.5,0.0
2,Andre Drummond\drumman01,22,4,4,131,28,54,0,1,11,34,12,24,36,0,1,6,4,8,67,.519,.000,.324,32.9,16.8,9.0,0.0,0.3,1.5
3,Kentavious Caldwell-Pope\caldwke01,22,4,4,161,22,50,12,27,5,7,2,15,17,11,7,1,2,7,61,.440,.444,.714,40.3,15.3,4.3,2.8,1.8,0.3
4,Tobias Harris\harrito02,23,4,4,156,21,46,4,12,12,13,6,32,38,12,3,3,6,11,58,.457,.333,.923,39.0,14.5,9.5,3.0,0.8,0.8
5,Reggie Jackson\jacksre01,25,4,4,147,25,55,3,18,4,4,2,11,13,37,6,2,10,10,57,.455,.167,1.000,36.8,14.3,3.3,9.3,1.5,0.5
6,Stanley Johnson\johnsst04,19,4,0,81,12,23,6,10,2,2,0,16,16,0,1,0,3,10,32,.522,.600,1.000,20.4,8.0,4.0,0.0,0.3,0.0
7,Reggie Bullock\bullore01,24,2,0,22,5,6,2,3,0,0,0,2,2,3,1,0,0,2,12,.833,.667,,11.0,6.0,1.0,1.5,0.5,0.0
8,Aron Baynes\baynear01,29,4,0,44,4,9,0,0,2,3,3,5,8,2,0,0,3,4,10,.444,,.667,11.0,2.5,2.0,0.5,0.0,0.0
9,Steve Blake\blakest01,35,4,0,43,1,5,1,2,1,2,0,4,4,10,0,0,5,7,4,.200,.500,.500,10.8,1.0,1.0,2.5,0.0,0.0
10,Anthony Tolliver\tollian01,30,3,0,26,2,4,0,2,0,0,1,3,4,1,0,1,0,0,4,.500,.000,,8.7,1.3,1.3,0.3,0.0,0.3
11,Spencer Dinwiddie\dinwisp01,22,1,0,2,1,1,0,0,0,0,0,0,0,1,0,0,0,0,2,1.000,,,1.7,2.0,0.0,1.0,0.0,0.0
12,Jodie Meeks\meeksjo01,28,1,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1.000,,,1.7,2.0,0.0,0.0,0.0,0.0
1,Jeff Teague\teaguje01,27,6,6,176,32,80,5,21,30,35,2,9,11,36,5,2,19,21,99,.400,.238,.857,29.3,16.5,1.8,6.0,0.8,0.3
2,Paul Millsap\millspa01,30,6,6,218,37,81,5,20,19,26,12,41,53,16,7,16,14,18,98,.457,.250,.731,36.3,16.3,8.8,2.7,1.2,2.7
3,Kent Bazemore\bazemke01,26,6,6,193,31,83,11,38,11,17,3,39,42,11,8,6,3,6,84,.373,.289,.647,32.1,14.0,7.0,1.8,1.3,1.0
4,Al Horford\horfoal01,29,6,6,196,29,67,6,15,11,12,13,38,51,21,8,16,9,13,75,.433,.400,.917,32.6,12.5,8.5,3.5,1.3,2.7
5,Kyle Korver\korveky01,34,6,6,203,25,52,18,40,5,5,2,33,35,9,8,3,7,15,73,.481,.450,1.000,33.9,12.2,5.8,1.5,1.3,0.5
6,Dennis Schroder\schrode01,22,6,0,111,23,56,3,16,7,9,3,7,10,17,2,0,10,12,56,.411,.188,.778,18.5,9.3,1.7,2.8,0.3,0.0
7,Mike Scott\scottmi01,27,6,0,118,21,36,7,15,5,6,5,19,24,2,3,2,7,15,54,.583,.467,.833,19.7,9.0,4.0,0.3,0.5,0.3
8,Thabo Sefolosha\sefolth01,31,6,0,112,7,22,1,11,8,13,4,24,28,9,7,5,7,10,23,.318,.091,.615,18.6,3.8,4.7,1.5,1.2,0.8
