,,,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Shooting,Shooting,Shooting,Per Game,Per Game,Per Game,Per Game,Per Game,Per Game
Rk,Player,Age,G,GS,MP,FG,FGA,3P,3PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,FG%,3P%,FT%,MP,PTS,TRB,AST,STL,BLK
1,LeBron James\jamesle01,28,7,7,304,73,143,15,34,42,54,13,38,51,37,10,10,20,18,203,.510,.441,.778,43.4,29.0,7.3,5.3,1.4,1.4
2,Dwyane Wade\wadedw01,31,7,7,264,41,94,1,3,25,34,16,20,36,30,10,8,19,19,108,.436,.333,.735,37.7,15.4,5.1,4.3,1.4,1.1
3,Mario Chalmers\chalmma01,26,7,7,190,27,61,6,15,19,21,4,7,11,19,6,0,7,26,79,.443,.400,.905,27.1,11.3,1.6,2.7,0.9,0.0
4,Chris Bosh\boshch01,28,7,7,221,26,69,8,16,17,20,5,25,30,5,4,7,7,20,77,.377,.500,.850,31.6,11.0,4.3,0.7,0.6,1.0
5,Ray Allen\allenra02,37,7,0,158,16,52,10,29,8,12,5,17,22,5,4,1,7,11,50,.308,.345,.667,22.6,7.1,3.1,0.7,0.6,0.1
6,Udonis Haslem\hasleud01,32,7,7,135,21,36,0,0,3,5,11,17,28,3,6,1,5,19,45,.583,,.600,19.3,6.4,4.0,0.4,0.9,0.1
7,Chris Andersen\anderch01,34,6,0,109,16,18,0,0,11,13,10,18,28,0,3,8,1,18,43,.889,,.846,18.2,7.2,4.7,0.0,0.5,1.3
8,Norris Cole\coleno01,24,7,0,137,14,32,4,10,3,4,2,10,12,14,4,1,6,10,35,.438,.400,.750,19.6,5.0,1.7,2.0,0.6,0.1
9,Shane Battier\battish01,34,6,0,97,2,16,2,15,8,10,3,6,9,1,1,2,2,13,14,.125,.133,.800,16.1,2.3,1.5,0.2,0.2,0.3
10,Mike Miller\millemi01,32,5,0,36,3,6,3,6,0,0,0,7,7,2,4,0,2,4,9,.500,.500,,7.1,1.8,1.4,0.4,0.8,0.0
11,Rashard Lewis\lewisra02,33,3,0,9,1,4,0,1,1,2,0,1,1,1,0,0,2,3,3,.250,.000,.500,3.1,1.0,0.3,0.3,0.0,0.0
12,Joel Anthony\anthojo01,30,5,0,39,1,6,0,0,0,0,5,4,9,0,1,3,0,8,2,.167,,,7.9,0.4,1.8,0.0,0.2,0.6
13,James Jones\jonesja02,32,2,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,3.0,0.0,0.0,0.0,0.0,0.0
1,Roy Hibbert\hibbero01,26,7,7,277,59,106,0,0,37,46,35,38,73,7,1,7,18,28,155,.557,,.804,39.5,22.1,10.4,1.0,0.1,1.0
2,Paul George\georgpa01,22,7,7,281,47,99,15,34,27,35,1,41,42,36,4,2,32,27,136,.475,.441,.771,40.2,19.4,6.0,5.1,0.6,0.3
3,David West\westda01,32,7,7,269,44,98,0,0,28,41,22,40,62,12,4,7,17,22,116,.449,,.683,38.5,16.6,8.9,1.7,0.6,1.0
4,George Hill\hillge01,26,7,7,279,27,70,12,27,25,30,2,19,21,29,11,1,14,22,91,.386,.444,.833,39.9,13.0,3.0,4.1,1.6,0.1
5,Lance Stephenson\stephla01,22,7,7,264,24,66,7,23,7,10,7,40,47,23,10,1,15,25,62,.364,.304,.700,37.7,8.9,6.7,3.3,1.4,0.1
6,Tyler Hansbrough\hansbty01,27,7,0,71,11,22,0,0,7,14,10,11,21,1,1,0,2,11,29,.500,,.500,10.2,4.1,3.0,0.1,0.1,0.0
7,D.J. Augustin\augusdj01,25,7,0,99,4,9,2,5,7,8,1,1,2,4,0,0,3,9,17,.444,.400,.875,14.1,2.4,0.3,0.6,0.0,0.0
8,Sam Young\youngsa01,27,7,0,71,5,11,1,4,3,4,5,9,14,1,3,0,4,9,14,.455,.250,.750,10.1,2.0,2.0,0.1,0.4,0.0
9,Ian Mahinmi\mahinia01,26,7,0,59,5,10,0,0,1,4,7,6,13,0,0,5,5,11,11,.500,,.250,8.4,1.6,1.9,0.0,0.0,0.7
10,Gerald Green\greenge01,27,2,0,14,2,6,0,4,0,0,0,2,2,0,0,0,1,4,4,.333,.000,,7.0,2.0,1.0,0.0,0.0,0.0
11,Orlando Johnson\johnsor01,23,5,0,9,1,4,0,1,1,2,0,1,1,1,0,0,0,0,3,.250,.000,.500,1.8,0.6,0.2,0.2,0.0,0.0
12,Jeff Ayres\pendeje02,25,2,0,5,1,2,0,0,0,0,0,0,0,0,0,1,0,0,2,.500,,,2.4,1.0,0.0,0.0,0.0,0.5
13,Ben Hansbrough\hansbbe01,25,2,0,7,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,.000,,,3.4,0.0,0.5,0.0,0.0,0.0
1,Tony Parker\parketo01,30,4,4,158,41,77,3,8,13,15,1,13,14,38,8,0,16,6,98,.532,.375,.867,39.5,24.5,3.5,9.5,2.0,0.0
2,Tim Duncan\duncati01,36,4,4,137,27,57,0,0,8,13,8,29,37,13,3,12,9,13,62,.474,,.615,34.4,15.5,9.3,3.3,0.8,3.0
3,Kawhi Leonard\leonaka01,21,4,4,143,19,32,7,13,0,1,3,25,28,2,8,3,5,4,45,.594,.538,.000,35.8,11.3,7.0,0.5,2.0,0.8
4,Manu Ginobili\ginobma01,35,4,0,105,11,27,4,14,14,18,4,17,21,18,2,2,10,12,40,.407,.286,.778,26.3,10.0,5.3,4.5,0.5,0.5
5,Danny Green\greenda02,25,4,4,114,13,28,8,17,1,1,3,14,17,9,3,4,4,8,35,.464,.471,1.000,28.4,8.8,4.3,2.3,0.8,1.0
6,Tiago Splitter\splitti01,28,4,4,105,15,22,0,0,5,7,3,9,12,8,1,7,4,15,35,.682,,.714,26.2,8.8,3.0,2.0,0.3,1.8
7,Matt Bonner\bonnema01,32,4,0,71,9,20,6,14,3,3,2,8,10,2,0,2,2,14,27,.450,.429,1.000,17.8,6.8,2.5,0.5,0.0,0.5
8,Gary Neal\nealga01,28,4,0,51,7,17,2,8,2,2,0,4,4,2,0,0,1,2,18,.412,.250,1.000,12.7,4.5,1.0,0.5,0.0,0.0
9,Boris Diaw\diawbo01,30,4,0,72,7,19,1,5,2,2,1,6,7,6,0,1,1,9,17,.368,.200,1.000,17.9,4.3,1.8,1.5,0.0,0.3
10,Cory Joseph\josepco01,21,4,0,37,4,13,0,3,1,2,2,7,9,0,1,0,2,1,9,.308,.000,.500,9.3,2.3,2.3,0.0,0.3,0.0
11,DeJuan Blair\blairde01,23,1,0,5,2,2,0,0,2,2,1,1,2,1,0,0,0,2,6,1.000,,1.000,5.3,6.0,2.0,1.0,0.0,0.0
12,Patty Mills\millspa02,24,1,0,5,1,1,1,1,0,0,0,0,0,1,0,0,0,1,3,1.000,1.000,,5.2,3.0,0.0,1.0,0.0,0.0
13,Tracy McGrady\mcgratr01,33,1,0,7,0,2,0,2,0,0,0,2,2,0,0,0,1,0,0,.000,.000,,6.8,0.0,2.0,0.0,0.0,0.0
1,Mike Conley\conlemi01,25,4,4,151,23,60,4,15,11,17,3,14,17,23,8,1,13,7,61,.383,.267,.647,37.9,15.3,4.3,5.8,2.0,0.3
2,Quincy Pondexter\pondequ01,24,4,0,129,22,41,12,25,5,8,2,11,13,4,4,0,3,11,61,.537,.480,.625,32.1,15.3,3.3,1.0,1.0,0.0
3,Marc Gasol\gasolma01,28,4,4,166,23,58,0,0,11,13,9,31,40,16,4,8,7,17,57,.397,,.846,41.4,14.3,10.0,4.0,1.0,2.0
4,Zach Randolph\randoza01,31,4,4,155,16,53,0,0,12,24,23,25,48,3,2,4,8,11,44,.302,,.500,38.6,11.0,12.0,0.8,0.5,1.0
5,Jerryd Bayless\bayleje01,24,4,0,109,16,46,4,16,5,6,0,9,9,14,4,4,3,10,41,.348,.250,.833,27.3,10.3,2.3,3.5,1.0,1.0
6,Tony Allen\allento01,31,4,4,105,12,32,0,1,8,10,12,15,27,9,5,1,5,12,32,.375,.000,.800,26.2,8.0,6.8,2.3,1.3,0.3
7,Tayshaun Prince\princta01,32,4,4,84,9,25,1,3,4,6,4,4,8,3,1,1,2,3,23,.360,.333,.667,20.9,5.8,2.0,0.8,0.3,0.3
8,Darrell Arthur\arthuda01,24,4,0,45,8,18,0,0,0,0,6,6,12,4,1,2,3,10,16,.444,,,11.3,4.0,3.0,1.0,0.3,0.5
9,Ed Davis\davised01,23,2,0,16,1,4,0,0,3,4,2,1,3,0,0,1,0,3,5,.250,,.750,8.0,2.5,1.5,0.0,0.0,0.5
10,Keyon Dooling\doolike01,32,4,0,28,2,5,1,1,0,0,0,2,2,0,1,0,0,1,5,.400,1.000,,7.1,1.3,0.5,0.0,0.3,0.0
11,Austin Daye\dayeau01,24,1,0,9,2,5,0,1,0,0,0,1,1,0,0,0,1,0,4,.400,.000,,8.8,4.0,1.0,0.0,0.0,0.0
12,Jon Leuer\leuerjo01,23,3,0,9,1,2,0,0,0,0,2,1,3,0,1,1,0,0,2,.500,,,2.9,0.7,1.0,0.0,0.3,0.3
13,Tony Wroten\wroteto01,19,2,0,5,0,5,0,1,0,0,1,0,1,0,0,0,0,0,0,.000,.000,,2.5,0.0,0.5,0.0,0.0,0.0
