,,,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Shooting,Shooting,Shooting,Per Game,Per Game,Per Game,Per Game,Per Game,Per Game
Rk,Player,Age,G,GS,MP,FG,FGA,3P,3PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,FG%,3P%,FT%,MP,PTS,TRB,AST,STL,BLK
1,Michael Jordan\jordami01,27,5,5,220,63,113,2,4,28,33,8,25,33,57,14,7,18,18,156,.558,.500,.848,44.0,31.2,6.6,11.4,2.8,1.4
2,Scottie Pippen\pippesc01,25,5,5,218,39,86,1,5,25,29,15,32,47,33,12,5,20,22,104,.453,.200,.862,43.6,20.8,9.4,6.6,2.4,1.0
3,Horace Grant\grantho01,25,5,5,198,32,51,0,0,9,12,14,25,39,8,8,3,9,9,73,.627,,.750,39.6,14.6,7.8,1.6,1.6,0.6
4,John Paxson\paxsojo01,30,5,5,159,32,49,1,4,2,2,2,8,10,17,5,0,2,9,67,.653,.250,1.000,31.8,13.4,2.0,3.4,1.0,0.0
5,Bill Cartwright\cartwbi01,33,5,5,160,20,46,0,0,4,6,5,20,25,12,3,3,6,14,44,.435,,.667,32.0,8.8,5.0,2.4,0.6,0.6
6,Craig Hodges\hodgecr01,30,5,0,53,9,23,1,6,0,0,0,3,3,1,0,0,2,4,19,.391,.167,,10.6,3.8,0.6,0.2,0.0,0.0
7,Cliff Levingston\levincl01,30,5,0,90,8,13,0,0,0,0,5,9,14,3,5,5,1,12,16,.615,,,18.0,3.2,2.8,0.6,1.0,1.0
8,B.J. Armstrong\armstbj01,23,5,0,37,5,11,0,1,0,0,1,2,3,4,2,0,1,2,10,.455,.000,,7.4,2.0,0.6,0.8,0.4,0.0
9,Will Perdue\perduwi01,25,5,0,37,3,5,0,0,2,2,3,9,12,1,0,1,2,6,8,.600,,1.000,7.4,1.6,2.4,0.2,0.0,0.2
10,Scott Williams\willisc01,22,4,0,45,2,4,0,0,4,6,2,7,9,3,0,1,1,9,8,.500,,.667,11.3,2.0,2.3,0.8,0.0,0.3
11,Stacey King\kingst01,24,2,0,6,0,3,0,1,2,2,0,1,1,0,0,0,1,2,2,.000,.000,1.000,3.0,1.0,0.5,0.0,0.0,0.0
12,Dennis Hopson\hopsode01,25,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,2.0,0.0,0.0,0.0,0.0,0.0
1,Magic Johnson\johnsma02,31,5,5,228,25,58,4,14,39,41,8,32,40,62,6,0,22,10,93,.431,.286,.951,45.6,18.6,8.0,12.4,1.2,0.0
2,Vlade Divac\divacvl01,22,5,5,208,39,69,0,2,13,13,17,27,44,10,9,12,15,18,91,.565,.000,1.000,41.6,18.2,8.8,2.0,1.8,2.4
3,Sam Perkins\perkisa01,29,5,5,206,28,69,5,13,22,29,14,24,38,5,2,7,8,15,83,.406,.385,.759,41.2,16.6,7.6,1.0,0.4,1.4
4,James Worthy\worthja01,29,4,4,164,35,73,1,6,6,9,4,8,12,8,4,0,7,6,77,.479,.167,.667,41.0,19.3,3.0,2.0,1.0,0.0
5,A.C. Green\greenac01,27,5,1,113,10,32,2,3,7,12,13,15,28,1,3,0,5,8,29,.313,.667,.583,22.6,5.8,5.6,0.2,0.6,0.0
6,Terry Teagle\teaglte01,30,5,1,71,7,21,0,0,11,14,1,1,2,1,3,1,6,9,25,.333,,.786,14.2,5.0,0.4,0.2,0.6,0.2
7,Elden Campbell\campbel01,22,3,0,33,10,16,0,0,3,4,1,3,4,0,3,2,2,4,23,.625,,.750,11.0,7.7,1.3,0.0,1.0,0.7
8,Byron Scott\scottby01,29,4,4,140,5,18,1,5,7,10,0,7,7,7,3,0,4,16,18,.278,.200,.700,35.0,4.5,1.8,1.8,0.8,0.0
9,Tony Smith\smithto02,22,2,0,32,5,7,0,0,2,3,1,0,1,2,1,0,5,6,12,.714,,.667,16.0,6.0,0.5,1.0,0.5,0.0
10,Larry Drew\drewla01,32,4,0,20,3,8,0,3,1,2,0,2,2,0,0,0,0,3,7,.375,.000,.500,5.0,1.8,0.5,0.0,0.0,0.0
11,Mychal Thompson\thompmy01,36,1,0,10,0,3,0,0,0,0,0,0,0,0,0,0,1,1,0,.000,,,10.0,0.0,0.0,0.0,0.0,0.0
