,,,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Shooting,Shooting,Shooting,Per Game,Per Game,Per Game,Per Game,Per Game,Per Game
Rk,Player,Age,G,GS,MP,FG,FGA,3P,3PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,FG%,3P%,FT%,MP,PTS,TRB,AST,STL,BLK
1,Michael Jordan\jordami01,27,4,4,160,38,71,3,5,40,48,2,19,21,28,9,7,12,12,119,.535,.600,.833,40.0,29.8,5.3,7.0,2.3,1.8
2,Scottie Pippen\pippesc01,25,4,4,155,29,61,0,4,30,39,10,21,31,21,12,8,14,10,88,.475,.000,.769,38.8,22.0,7.8,5.3,3.0,2.0
3,Horace Grant\grantho01,25,4,4,151,20,29,0,0,14,20,13,18,31,8,2,1,4,13,54,.690,,.700,37.8,13.5,7.8,2.0,0.5,0.3
4,Bill Cartwright\cartwbi01,33,4,4,123,19,32,0,0,4,8,5,16,21,5,2,4,6,12,42,.594,,.500,30.8,10.5,5.3,1.3,0.5,1.0
5,B.J. Armstrong\armstbj01,23,4,0,79,9,17,2,2,8,10,1,9,10,15,5,1,4,1,28,.529,1.000,.800,19.8,7.0,2.5,3.8,1.3,0.3
6,John Paxson\paxsojo01,30,4,4,112,10,25,0,5,6,6,0,5,5,15,2,0,1,12,26,.400,.000,1.000,28.0,6.5,1.3,3.8,0.5,0.0
7,Cliff Levingston\levincl01,30,4,0,61,10,22,0,0,3,6,13,4,17,2,2,2,1,10,23,.455,,.500,15.3,5.8,4.3,0.5,0.5,0.5
8,Craig Hodges\hodgecr01,30,4,0,48,7,16,2,6,3,3,0,0,0,3,3,0,1,9,19,.438,.333,1.000,12.0,4.8,0.0,0.8,0.8,0.0
9,Will Perdue\perduwi01,25,4,0,50,5,11,0,0,3,6,10,9,19,1,0,3,6,16,13,.455,,.500,12.5,3.3,4.8,0.3,0.0,0.8
10,Scott Williams\willisc01,22,4,0,15,2,3,0,1,6,12,1,5,6,0,0,1,2,5,10,.667,.000,.500,3.8,2.5,1.5,0.0,0.0,0.3
11,Stacey King\kingst01,24,1,0,3,2,5,0,0,0,0,2,0,2,0,0,0,0,0,4,.400,,,3.0,4.0,2.0,0.0,0.0,0.0
12,Dennis Hopson\hopsode01,25,1,0,3,0,1,0,0,1,2,0,1,1,0,0,0,0,0,1,.000,,.500,3.0,1.0,1.0,0.0,0.0,0.0
1,Vinnie Johnson\johnsvi01,34,4,0,116,37,63,0,1,10,13,10,12,22,12,5,1,6,11,84,.587,.000,.769,29.0,21.0,5.5,3.0,1.3,0.3
2,Mark Aguirre\aguirma01,31,4,1,126,24,53,5,9,14,17,0,11,11,5,6,0,8,14,67,.453,.556,.824,31.5,16.8,2.8,1.3,1.5,0.0
3,Isiah Thomas\thomais01,29,4,4,151,22,54,1,4,21,29,7,12,19,24,4,0,13,11,66,.407,.250,.724,37.8,16.5,4.8,6.0,1.0,0.0
4,Joe Dumars\dumarjo01,27,4,4,158,17,49,3,11,13,16,7,1,8,10,6,1,5,17,50,.347,.273,.813,39.5,12.5,2.0,2.5,1.5,0.3
5,Bill Laimbeer\laimbbi01,33,4,4,88,12,24,0,2,3,3,10,12,22,3,2,2,7,15,27,.500,.000,1.000,22.0,6.8,5.5,0.8,0.5,0.5
6,John Salley\sallejo01,26,4,0,68,8,15,0,0,11,15,4,6,10,2,2,1,3,17,27,.533,,.733,17.0,6.8,2.5,0.5,0.5,0.3
7,James Edwards\edwarja01,35,4,4,75,10,25,0,0,5,6,1,4,5,2,1,1,7,12,25,.400,,.833,18.8,6.3,1.3,0.5,0.3,0.3
8,Dennis Rodman\rodmade01,29,4,3,118,8,18,2,7,0,0,10,20,30,2,5,5,5,16,18,.444,.286,,29.5,4.5,7.5,0.5,1.3,1.3
9,Scott Hastings\hastisc01,30,2,0,10,2,3,1,2,0,0,2,1,3,0,0,0,1,2,5,.667,.500,,5.0,2.5,1.5,0.0,0.0,0.0
10,William Bedford\bedfowi01,27,2,0,16,0,5,0,2,4,4,3,4,7,2,0,0,3,5,4,.000,.000,1.000,8.0,2.0,3.5,1.0,0.0,0.0
11,Gerald Henderson\hendege01,35,3,0,7,2,5,0,1,0,0,0,0,0,3,0,0,0,1,4,.400,.000,,2.3,1.3,0.0,1.0,0.0,0.0
12,Tree Rollins\rollitr01,35,3,0,27,2,2,0,0,0,0,1,1,2,0,1,1,2,5,4,1.000,,,9.0,1.3,0.7,0.0,0.3,0.3
1,Magic Johnson\johnsma02,31,6,6,263,35,80,11,34,43,52,6,42,48,76,9,0,27,11,124,.438,.324,.827,43.8,20.7,8.0,12.7,1.5,0.0
2,James Worthy\worthja01,29,6,6,228,48,104,0,7,16,20,5,15,20,24,7,0,13,13,112,.462,.000,.800,38.0,18.7,3.3,4.0,1.2,0.0
3,Sam Perkins\perkisa01,29,6,6,233,39,67,2,7,25,31,10,39,49,12,4,11,17,25,105,.582,.286,.806,38.8,17.5,8.2,2.0,0.7,1.8
4,Byron Scott\scottby01,29,6,6,226,37,62,8,15,3,4,5,13,18,11,8,2,6,16,85,.597,.533,.750,37.7,14.2,3.0,1.8,1.3,0.3
5,Vlade Divac\divacvl01,22,6,6,193,32,52,0,0,15,21,12,16,28,5,12,17,10,25,79,.615,,.714,32.2,13.2,4.7,0.8,2.0,2.8
6,A.C. Green\greenac01,27,6,0,121,15,38,1,3,16,19,15,17,32,3,3,1,2,9,47,.395,.333,.842,20.2,7.8,5.3,0.5,0.5,0.2
7,Terry Teagle\teaglte01,30,6,0,89,18,55,0,0,3,3,3,4,7,4,1,0,2,6,39,.327,,1.000,14.8,6.5,1.2,0.7,0.2,0.0
8,Elden Campbell\campbel01,22,5,0,31,2,4,0,0,1,1,1,3,4,0,1,1,1,3,5,.500,,1.000,6.2,1.0,0.8,0.0,0.2,0.2
9,Larry Drew\drewla01,32,6,0,25,2,6,0,1,0,0,0,1,1,7,0,0,3,3,4,.333,.000,,4.2,0.7,0.2,1.2,0.0,0.0
10,Mychal Thompson\thompmy01,36,6,0,25,2,4,0,0,0,0,3,3,6,0,0,1,0,5,4,.500,,,4.2,0.7,1.0,0.0,0.0,0.2
11,Tony Smith\smithto02,22,3,0,4,1,4,0,0,0,0,1,0,1,0,0,0,1,0,2,.250,,,1.3,0.7,0.3,0.0,0.0,0.0
12,Irving Thomas\thomair01,25,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,1.0,0.0,0.0,0.0,0.0,0.0
1,Clyde Drexler\drexlcl01,28,6,6,248,47,104,4,18,25,30,12,35,47,43,12,3,22,25,123,.452,.222,.833,41.3,20.5,7.8,7.2,2.0,0.5
2,Jerome Kersey\kerseje01,28,6,6,230,45,93,0,0,23,27,24,20,44,15,10,4,4,24,113,.484,,.852,38.3,18.8,7.3,2.5,1.7,0.7
3,Terry Porter\portete01,27,6,6,223,42,82,7,20,11,15,3,11,14,41,10,1,10,10,102,.512,.350,.733,37.2,17.0,2.3,6.8,1.7,0.2
4,Clifford Robinson\robincl02,24,6,0,146,26,54,1,2,11,16,11,14,25,9,4,5,7,22,64,.481,.500,.688,24.3,10.7,4.2,1.5,0.7,0.8
5,Kevin Duckworth\duckwke01,26,6,6,180,25,68,0,0,10,15,17,22,39,4,4,1,27,22,60,.368,,.667,30.0,10.0,6.5,0.7,0.7,0.2
6,Buck Williams\willibu01,30,6,6,222,20,41,0,0,15,25,24,38,62,3,4,1,7,19,55,.488,,.600,37.0,9.2,10.3,0.5,0.7,0.2
7,Danny Ainge\aingeda01,31,6,0,102,14,36,3,10,6,6,0,13,13,10,2,3,10,5,37,.389,.300,1.000,17.0,6.2,2.2,1.7,0.3,0.5
8,Walter Davis\daviswa03,36,3,0,29,7,16,0,1,2,2,2,1,3,1,2,0,0,0,16,.438,.000,1.000,9.7,5.3,1.0,0.3,0.7,0.0
9,Mark Bryant\bryanma01,25,4,0,36,4,9,0,0,3,4,7,4,11,0,0,1,0,4,11,.444,,.750,9.0,2.8,2.8,0.0,0.0,0.3
10,Alaa Abdelnaby\abdelal01,22,2,0,5,1,3,0,0,0,0,0,1,1,0,0,0,0,0,2,.333,,,2.5,1.0,0.5,0.0,0.0,0.0
11,Wayne Cooper\coopewa01,34,2,0,10,1,2,0,0,0,0,1,3,4,1,0,0,1,0,2,.500,,,5.0,1.0,2.0,0.5,0.0,0.0
12,Danny Young\youngda01,28,2,0,9,1,3,0,0,0,0,0,0,0,4,0,0,0,0,2,.333,,,4.5,1.0,0.0,2.0,0.0,0.0
