
,,,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Shooting,Shooting,Shooting,Per Game,Per Game,Per Game,Per Game,Per Game,Per Game
13,Anthony Morrow\morroan01,31,3,0,29,5,9,0,0,2,2,0,3,3,2,0,0,0,2,12,.556,,1.000,9.6,4.0,1.0,0.7,0.0,0.0
14,Denzel Valentine\valende01,23,4,0,22,2,6,1,4,0,0,0,8,8,2,0,1,2,1,5,.333,.250,,5.5,1.3,2.0,0.5,0.0,0.3
15,Cameron Payne\payneca01,22,1,0,4,1,2,1,1,0,0,0,1,1,0,0,0,1,0,3,.500,1.000,,4.2,3.0,1.0,0.0,0.0,0.0
1,LeBron James\jamesle01,32,4,4,175,50,92,9,20,22,38,2,37,39,36,12,8,18,10,131,.543,.450,.579,43.7,32.8,9.8,9.0,3.0,2.0
2,Kyrie Irving\irvinky01,24,4,4,137,39,93,7,32,16,18,2,7,9,12,4,4,10,10,101,.419,.219,.889,34.4,25.3,2.3,3.0,1.0,1.0
3,Kevin Love\loveke01,28,4,4,132,17,41,9,22,19,22,7,30,37,8,0,3,10,10,62,.415,.409,.864,33.0,15.5,9.3,2.0,0.0,0.8
4,Channing Frye\fryech01,33,4,0,61,11,20,7,15,5,5,0,9,9,6,2,2,0,3,34,.550,.467,1.000,15.4,8.5,2.3,1.5,0.5,0.5
5,Deron Williams\willide01,32,4,0,62,10,13,7,9,6,7,1,2,3,6,1,1,0,9,33,.769,.778,.857,15.5,8.3,0.8,1.5,0.3,0.3
6,J.R. Smith\smithjr01,31,4,4,115,9,20,7,16,2,4,1,6,7,3,2,1,5,8,27,.450,.438,.500,28.8,6.8,1.8,0.8,0.5,0.3
7,Tristan Thompson\thomptr01,25,4,4,125,12,23,0,0,3,7,25,19,44,3,1,5,6,8,27,.522,,.429,31.2,6.8,11.0,0.8,0.3,1.3
8,Kyle Korver\korveky01,35,4,0,69,7,17,5,13,2,2,1,5,6,3,3,0,1,2,21,.412,.385,1.000,17.3,5.3,1.5,0.8,0.8,0.0
9,Iman Shumpert\shumpim01,26,3,0,50,3,7,2,5,0,0,0,3,3,0,2,1,0,8,8,.429,.400,,16.7,2.7,1.0,0.0,0.7,0.3
10,Richard Jefferson\jefferi01,36,3,0,33,2,5,1,2,2,4,1,1,2,2,1,0,0,4,7,.400,.500,.500,10.9,2.3,0.7,0.7,0.3,0.0
11,Dahntay Jones\jonesda02,36,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,,,0.1,0.0,0.0,0.0,0.0,0.0
1,Paul George\georgpa01,26,4,4,172,34,88,18,42,26,30,5,30,35,29,7,2,13,13,112,.386,.429,.867,42.9,28.0,8.8,7.3,1.8,0.5
2,Jeff Teague\teaguje01,28,4,4,142,22,45,9,17,15,18,0,13,13,25,4,3,8,12,68,.489,.529,.833,35.6,17.0,3.3,6.3,1.0,0.8
3,Lance Stephenson\stephla01,26,4,0,107,27,53,7,18,3,4,1,20,21,11,2,0,4,11,64,.509,.389,.750,26.8,16.0,5.3,2.8,0.5,0.0
4,Thaddeus Young\youngth01,28,4,4,140,21,39,1,4,5,10,22,14,36,10,8,1,6,11,48,.538,.250,.500,35.0,12.0,9.0,2.5,2.0,0.3
5,Myles Turner\turnemy01,20,4,4,133,19,44,0,6,5,8,6,21,27,3,7,5,6,15,43,.432,.000,.625,33.3,10.8,6.8,0.8,1.8,1.3
6,C.J. Miles\milescj01,29,4,2,82,11,24,5,16,2,2,4,4,8,1,2,1,2,12,29,.458,.313,1.000,20.5,7.3,2.0,0.3,0.5,0.3
7,Kevin Seraphin\serapke01,27,4,0,59,12,26,0,0,5,7,8,6,14,4,0,2,4,10,29,.462,,.714,14.7,7.3,3.5,1.0,0.0,0.5
8,Monta Ellis\ellismo01,31,4,2,76,8,20,2,8,4,5,1,7,8,5,2,1,4,5,22,.400,.250,.800,18.9,5.5,2.0,1.3,0.5,0.3
9,Glenn Robinson\robingl02,23,3,0,31,6,6,2,2,1,2,0,3,3,1,0,0,0,2,15,1.000,1.000,.500,10.4,5.0,1.0,0.3,0.0,0.0
10,Aaron Brooks\brookaa01,32,1,0,7,2,3,1,2,0,0,0,1,1,1,0,0,1,0,5,.667,.500,,7.3,5.0,1.0,1.0,0.0,0.0
11,Lavoy Allen\allenla01,27,3,0,11,0,0,0,0,0,0,0,2,2,0,0,0,1,0,0,,,,3.7,0.0,0.7,0.0,0.0,0.0
1,DeMar DeRozan\derozde01,27,6,6,221,47,107,1,12,46,50,2,31,33,18,10,0,17,14,141,.439,.083,.920,36.8,23.5,5.5,3.0,1.7,0.0
2,Kyle Lowry\lowryky01,30,6,6,231,29,68,9,32,19,24,3,19,22,31,11,4,12,19,86,.426,.281,.792,38.5,14.3,3.7,5.2,1.8,0.7
3,Serge Ibaka\ibakase01,27,6,6,178,31,70,7,24,8,10,6,44,50,10,3,14,8,22,77,.443,.292,.800,29.7,12.8,8.3,1.7,0.5,2.3
4,Norman Powell\powelno01,23,5,3,120,20,36,10,11,12,13,2,11,13,9,5,2,7,11,62,.556,.909,.923,24.0,12.4,2.6,1.8,1.0,0.4
5,Jonas Valanciunas\valanjo01,24,6,3,126,19,40,0,0,18,24,6,37,43,2,1,2,11,15,56,.475,,.750,21.1,9.3,7.2,0.3,0.2,0.3
6,DeMarre Carroll\carrode01,30,6,6,110,13,27,6,17,5,9,3,16,19,3,6,3,3,10,37,.481,.353,.556,18.4,6.2,3.2,0.5,1.0,0.5
7,Cory Joseph\josepco01,25,6,0,103,11,31,6,13,3,3,3,3,6,11,1,0,10,9,31,.355,.462,1.000,17.2,5.2,1.0,1.8,0.2,0.0
8,Patrick Patterson\pattepa01,27,6,0,114,8,24,6,17,4,4,1,13,14,8,5,0,3,2,26,.333,.353,1.000,19.0,4.3,2.3,1.3,0.8,0.0
9,P.J. Tucker\tuckepj01,31,6,0,145,5,20,3,13,5,8,7,19,26,6,1,2,5,16,18,.250,.231,.625,24.2,3.0,4.3,1.0,0.2,0.3
10,Delon Wright\wrighde01,24,6,0,57,6,10,2,4,3,5,4,8,12,8,1,1,4,4,17,.600,.500,.600,9.4,2.8,2.0,1.3,0.2,0.2
11,Jakob Poeltl\poeltja01,21,4,0,17,3,7,0,0,0,2,4,4,8,0,1,0,0,3,6,.429,,.000,4.2,1.5,2.0,0.0,0.3,0.0
12,Lucas Nogueira\noguelu01,24,3,0,7,1,2,0,0,1,2,2,3,5,0,0,0,0,1,3,.500,,.500,2.4,1.0,1.7,0.0,0.0,0.0
13,Fred VanVleet\vanvlfr01,22,3,0,11,1,2,1,2,0,0,0,0,0,2,0,0,0,1,3,.500,.500,,3.5,1.0,0.0,0.7,0.0,0.0
1,Giannis Antetokounmpo\antetgi01,22,6,6,243,60,112,4,10,25,46,10,47,57,24,13,10,20,21,149,.536,.400,.543,40.5,24.8,9.5,4.0,2.2,1.7
2,Khris Middleton\middlkh01,25,6,6,231,31,78,7,19,18,22,0,28,28,32,12,0,11,17,87,.397,.368,.818,38.5,14.5,4.7,5.3,2.0,0.0
3,Greg Monroe\monrogr01,26,6,0,141,27,51,0,0,25,30,17,27,44,10,8,3,11,16,79,.529,,.833,23.5,13.2,7.3,1.7,1.3,0.5
4,Tony Snell\snellto01,25,6,6,185,22,44,16,31,0,0,2,12,14,9,1,1,2,17,60,.500,.516,,30.8,10.0,2.3,1.5,0.2,0.2
5,Malcolm Brogdon\brogdma01,24,6,6,183,22,55,10,21,0,0,3,23,26,21,3,2,12,12,54,.400,.476,,30.5,9.0,4.3,3.5,0.5,0.3
6,Matthew Dellavedova\dellama01,26,6,0,159,16,41,6,16,8,10,1,11,12,12,1,0,7,5,46,.390,.375,.800,26.4,7.7,2.0,2.0,0.2,0.0
7,Thon Maker\makerth01,19,6,6,116,12,31,2,10,9,11,8,11,19,12,5,11,8,18,35,.387,.200,.818,19.4,5.8,3.2,2.0,0.8,1.8
8,Michael Beasley\beaslmi01,28,4,0,48,7,20,3,5,0,4,2,7,9,1,1,1,2,8,17,.350,.600,.000,12.0,4.3,2.3,0.3,0.3,0.3
9,Jason Terry\terryja01,39,6,0,68,6,18,2,10,1,1,2,6,8,5,3,1,2,7,15,.333,.200,1.000,11.3,2.5,1.3,0.8,0.5,0.2
10,Rashad Vaughn\vaughra01,20,3,0,10,2,4,2,2,0,0,0,0,0,0,0,0,0,0,6,.500,1.000,,3.5,2.0,0.0,0.0,0.0,0.0
11,Spencer Hawes\hawessp01,28,3,0,17,2,5,1,2,0,0,2,2,4,1,0,1,1,3,5,.400,.500,,5.5,1.7,1.3,0.3,0.0,0.3
12,John Henson\hensojo01,26,2,0,12,1,4,0,0,1,1,2,2,4,0,1,0,1,1,3,.250,,1.000,5.8,1.5,2.0,0.0,0.5,0.0
13,Mirza Teletovic\teletmi01,31,3,0,27,1,6,1,4,0,0,0,3,3,0,1,0,1,3,3,.167,.250,,9.1,1.0,1.0,0.0,0.3,0.0
1,John Wall\walljo01,26,6,6,232,63,120,9,19,42,50,1,23,24,62,10,4,27,12,177,.525,.474,.840,38.7,29.5,4.0,10.3,1.7,0.7
2,Bradley Beal\bealbr01,23,6,6,231,60,130,14,53,21,28,6,16,22,13,14,5,12,18,155,.462,.264,.750,38.5,25.8,3.7,2.2,2.3,0.8
3,Markieff Morris\morrima02,27,6,6,172,27,69,5,16,8,12,6,27,33,7,3,12,6,26,67,.391,.313,.667,28.6,11.2,5.5,1.2,0.5,2.0
4,Otto Porter\porteot01,23,6,6,177,19,39,7,18,14,16,6,27,33,8,8,3,3,17,59,.487,.389,.875,29.5,9.8,5.5,1.3,1.3,0.5
5,Bojan Bogdanovic\bogdabo02,27,6,0,129,18,46,7,22,15,17,6,21,27,2,4,1,2,6,58,.391,.318,.882,21.6,9.7,4.5,0.3,0.7,0.2
6,Marcin Gortat\gortama01,32,6,6,188,18,39,0,0,3,4,21,43,64,10,1,14,6,19,39,.462,,.750,31.3,6.5,10.7,1.7,0.2,2.3
7,Kelly Oubre\oubreke01,21,6,0,98,10,30,6,16,5,6,4,11,15,4,10,3,4,21,31,.333,.375,.833,16.4,5.2,2.5,0.7,1.7,0.5
8,Brandon Jennings\jennibr01,27,6,0,92,11,20,1,6,7,8,1,7,8,17,2,0,4,5,30,.550,.167,.875,15.4,5.0,1.3,2.8,0.3,0.0
9,Jason Smith\smithja02,30,6,0,99,8,23,1,8,3,4,7,13,20,2,2,3,7,21,20,.348,.125,.750,16.6,3.3,3.3,0.3,0.3,0.5
10,Sheldon Mac\mcclesh01,24,3,0,4,2,3,0,1,0,0,0,0,0,0,0,0,0,1,4,.667,.000,,1.4,1.3,0.0,0.0,0.0,0.0
11,Daniel Ochefu\ochefda01,23,3,0,4,0,1,0,0,0,0,0,1,1,0,0,0,1,1,0,.000,,,1.4,0.0,0.3,0.0,0.0,0.0
12,Tomas Satoransky\satorto01,25,5,0,12,0,0,0,0,0,0,0,1,1,2,1,0,2,2,0,,,,2.5,0.0,0.2,0.4,0.2,0.0
1,Dennis Schroder\schrode01,23,6,6,211,50,110,17,40,31,37,4,10,14,46,6,0,10,19,148,.455,.425,.838,35.2,24.7,2.3,7.7,1.0,0.0
2,Paul Millsap\millspa01,31,6,6,219,50,99,3,17,43,53,9,47,56,26,10,4,23,19,146,.505,.176,.811,36.6,24.3,9.3,4.3,1.7,0.7
3,Tim Hardaway\hardati02,24,6,6,200,27,82,11,42,12,19,3,13,16,7,3,0,10,13,77,.329,.262,.632,33.4,12.8,2.7,1.2,0.5,0.0
4,Taurean Waller-Prince\princta02,22,6,6,187,29,52,4,14,5,5,7,25,32,8,2,1,7,9,67,.558,.286,1.000,31.2,11.2,5.3,1.3,0.3,0.2
5,Kent Bazemore\bazemke01,27,6,0,150,21,53,7,24,10,14,4,19,23,20,4,5,16,15,59,.396,.292,.714,25.1,9.8,3.8,3.3,0.7,0.8
6,Dwight Howard\howardw01,31,6,6,157,18,36,0,0,12,19,18,46,64,8,6,5,11,21,48,.500,,.632,26.1,8.0,10.7,1.3,1.0,0.8
7,Jose Calderon\caldejo01,35,6,0,75,11,23,4,12,0,0,2,6,8,13,2,1,4,9,26,.478,.333,,12.5,4.3,1.3,2.2,0.3,0.2
8,Ersan Ilyasova\ilyaser01,29,6,0,90,8,23,1,5,7,9,14,17,31,2,1,0,5,7,24,.348,.200,.778,15.1,4.0,5.2,0.3,0.2,0.0
9,Mike Muscala\muscami01,25,6,0,81,5,18,0,4,7,8,6,10,16,2,1,3,1,12,17,.278,.000,.875,13.5,2.8,2.7,0.3,0.2,0.5
10,Mike Dunleavy\dunlemi02,36,6,0,53,3,7,2,5,4,4,1,4,5,2,1,0,6,3,12,.429,.400,1.000,8.8,2.0,0.8,0.3,0.2,0.0
11,Malcolm Delaney\delanma01,27,1,0,3,3,3,1,1,1,2,0,1,1,0,0,0,0,0,8,1.000,1.000,.500,3.4,8.0,1.0,0.0,0.0,0.0
12,Thabo Sefolosha\sefolth01,32,4,0,9,0,1,0,0,1,4,0,0,0,0,0,0,0,1,1,.000,,.250,2.2,0.3,0.0,0.0,0.0,0.0
13,Kris Humphries\humphkr01,31,1,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,,2.9,0.0,0.0,0.0,0.0,1.0
1,Stephen Curry\curryst01,28,4,4,135,37,82,19,45,26,30,4,17,21,26,8,3,14,7,119,.451,.422,.867,33.7,29.8,5.3,6.5,2.0,0.8
2,Klay Thompson\thompkl01,26,4,4,137,26,67,11,28,10,13,3,6,9,5,4,2,9,7,73,.388,.393,.769,34.3,18.3,2.3,1.3,1.0,0.5
3,Draymond Green\greendr01,26,4,4,141,16,32,11,20,12,19,3,35,38,30,7,17,9,13,55,.500,.550,.632,35.2,13.8,9.5,7.5,1.8,4.3
4,Kevin Durant\duranke01,28,2,2,56,16,27,4,8,6,7,1,13,14,4,1,3,6,2,42,.593,.500,.857,28.2,21.0,7.0,2.0,0.5,1.5
5,JaVale McGee\mcgeeja01,29,4,0,49,18,23,0,0,3,4,7,10,17,1,2,9,2,8,39,.783,,.750,12.2,9.8,4.3,0.3,0.5,2.3
6,Ian Clark\clarkia01,25,4,0,75,11,24,2,4,10,11,1,12,13,3,1,0,2,8,34,.458,.500,.909,18.7,8.5,3.3,0.8,0.3,0.0
7,Andre Iguodala\iguodan01,33,4,0,120,10,25,0,9,9,11,1,23,24,18,2,0,2,5,29,.400,.000,.818,30.0,7.3,6.0,4.5,0.5,0.0
8,David West\westda01,36,4,0,58,11,18,0,0,4,4,2,9,11,11,2,3,3,6,26,.611,,1.000,14.5,6.5,2.8,2.8,0.5,0.8
9,Zaza Pachulia\pachuza01,32,4,4,58,11,22,0,1,3,3,2,16,18,3,3,1,3,7,25,.500,.000,1.000,14.6,6.3,4.5,0.8,0.8,0.3
10,Patrick McCaw\mccawpa01,21,4,2,83,7,17,2,6,4,6,3,10,13,7,3,2,0,5,20,.412,.333,.667,20.7,5.0,3.3,1.8,0.8,0.5
11,James Michael McAdoo\mcadoja01,24,3,0,21,4,8,1,3,2,4,2,2,4,0,0,0,0,2,11,.500,.333,.500,7.0,3.7,1.3,0.0,0.0,0.0
12,Damian Jones\jonesda03,21,2,0,12,1,3,0,0,1,2,3,0,3,0,0,1,0,3,3,.333,,.500,6.2,1.5,1.5,0.0,0.0,0.5
13,Shaun Livingston\livinsh01,31,1,0,15,1,1,0,0,0,0,0,1,1,1,0,0,0,2,2,1.000,,,15.3,2.0,1.0,1.0,0.0,0.0
1,Damian Lillard\lillada01,26,4,4,151,39,90,9,32,24,25,4,14,18,13,5,2,13,11,111,.433,.281,.960,37.7,27.8,4.5,3.3,1.3,0.5
2,CJ McCollum\mccolcj01,25,4,4,140,32,80,11,22,15,16,8,16,24,4,4,2,15,10,90,.400,.500,.938,35.1,22.5,6.0,1.0,1.0,0.5
3,Al-Farouq Aminu\aminual01,26,4,0,113,17,37,7,17,7,11,5,21,26,4,3,4,9,9,48,.459,.412,.636,28.2,12.0,6.5,1.0,0.8,1.0
4,Evan Turner\turneev01,28,4,4,124,12,33,5,15,12,16,3,20,23,15,7,2,7,7,41,.364,.333,.750,31.0,10.3,5.8,3.8,1.8,0.5
5,Maurice Harkless\harklma01,23,4,4,99,10,34,2,12,7,8,7,6,13,3,5,5,1,14,29,.294,.167,.875,24.8,7.3,3.3,0.8,1.3,1.3
6,Shabazz Napier\napiesh01,25,4,0,47,8,19,5,11,6,8,1,3,4,3,2,0,0,6,27,.421,.455,.750,11.7,6.8,1.0,0.8,0.5,0.0
7,Allen Crabbe\crabbal01,24,4,0,92,9,24,3,13,1,3,0,12,12,2,1,0,1,9,22,.375,.231,.333,23.0,5.5,3.0,0.5,0.3,0.0
8,Noah Vonleh\vonleno01,21,4,2,100,8,18,0,0,2,5,9,20,29,8,1,3,6,11,18,.444,,.400,25.1,4.5,7.3,2.0,0.3,0.8
9,Pat Connaughton\connapa01,24,3,0,24,2,9,0,6,3,3,1,6,7,4,0,0,0,0,7,.222,.000,1.000,8.0,2.3,2.3,1.3,0.0,0.0
10,Jake Layman\laymaja01,22,2,0,16,2,4,1,1,1,2,0,1,1,1,1,0,0,2,6,.500,1.000,.500,8.0,3.0,0.5,0.5,0.5,0.0
11,Tim Quarterman\quartti01,22,2,0,7,1,2,1,2,0,0,0,0,0,1,0,0,0,1,3,.500,.500,,3.6,1.5,0.0,0.5,0.0,0.0
12,Meyers Leonard\leoname01,24,3,1,31,1,5,0,4,0,0,2,6,8,1,0,0,4,6,2,.200,.000,,10.2,0.7,2.7,0.3,0.0,0.0
13,Jusuf Nurkic\nurkiju01,22,1,1,17,1,3,0,1,0,0,0,11,11,4,0,1,3,1,2,.333,.000,,16.7,2.0,11.0,4.0,0.0,1.0
1,James Harden\hardeja01,27,5,5,187,44,107,12,50,66,73,3,29,32,35,8,3,28,18,166,.411,.240,.904,37.4,33.2,6.4,7.0,1.6,0.6
2,Lou Williams\willilo02,30,5,0,142,32,67,9,22,21,24,6,15,21,8,4,0,5,9,94,.478,.409,.875,28.5,18.8,4.2,1.6,0.8,0.0
3,Eric Gordon\gordoer01,28,5,0,167,24,56,11,31,9,12,3,20,23,8,3,4,5,12,68,.429,.355,.750,33.3,13.6,4.6,1.6,0.6,0.8
4,Nene Hilario\hilarne01,34,5,0,110,28,33,0,1,12,22,8,25,33,3,3,3,6,16,68,.848,.000,.545,22.0,13.6,6.6,0.6,0.6,0.6
5,Patrick Beverley\beverpa01,28,5,5,138,22,51,9,22,5,8,9,22,31,15,9,0,11,20,58,.431,.409,.625,27.6,11.6,6.2,3.0,1.8,0.0
6,Clint Capela\capelca01,22,5,5,111,16,30,0,0,6,13,11,22,33,4,3,13,4,10,38,.533,,.462,22.2,7.6,6.6,0.8,0.6,2.6
7,Ryan Anderson\anderry01,28,5,5,143,13,39,3,24,8,8,8,18,26,2,1,1,4,13,37,.333,.125,1.000,28.6,7.4,5.2,0.4,0.2,0.2
8,Trevor Ariza\arizatr01,31,5,5,190,11,32,3,16,6,6,4,19,23,8,6,1,4,13,31,.344,.188,1.000,38.0,6.2,4.6,1.6,1.2,0.2
9,Bobby Brown\brownbo02,32,1,0,4,1,3,1,2,0,0,0,1,1,0,0,0,0,0,3,.333,.500,,3.6,3.0,1.0,0.0,0.0,0.0
10,Montrezl Harrell\harremo01,23,1,0,4,0,0,0,0,1,2,0,2,2,0,0,0,0,2,1,,,.500,4.2,1.0,2.0,0.0,0.0,0.0
11,Troy Williams\willitr02,22,1,0,4,0,1,0,1,0,0,1,1,2,0,0,0,1,0,0,.000,.000,,3.6,0.0,2.0,0.0,0.0,0.0
1,Russell Westbrook\westbru01,28,5,5,194,59,152,13,49,56,70,9,49,58,54,12,2,30,16,187,.388,.265,.800,38.9,37.4,11.6,10.8,2.4,0.4
2,Andre Roberson\roberan03,25,5,5,185,24,46,7,17,3,21,18,13,31,9,12,17,7,15,58,.522,.412,.143,37.1,11.6,6.2,1.8,2.4,3.4
3,Victor Oladipo\oladivi01,24,5,5,181,21,61,6,25,6,6,2,26,28,10,7,3,6,17,54,.344,.240,1.000,36.2,10.8,5.6,2.0,1.4,0.6
4,Taj Gibson\gibsota01,31,5,5,118,21,35,0,0,7,8,3,15,18,3,1,0,8,13,49,.600,,.875,23.7,9.8,3.6,0.6,0.2,0.0
5,Jerami Grant\grantje01,22,5,0,111,19,31,2,6,6,7,7,12,19,4,1,2,3,7,46,.613,.333,.857,22.1,9.2,3.8,0.8,0.2,0.4
6,Steven Adams\adamsst01,23,5,5,157,18,28,0,0,4,11,17,17,34,7,6,9,4,14,40,.643,,.364,31.4,8.0,6.8,1.4,1.2,1.8
7,Doug McDermott\mcderdo01,25,5,0,66,9,18,7,13,0,0,0,5,5,1,1,1,1,2,25,.500,.538,,13.3,5.0,1.0,0.2,0.2,0.2
8,Alex Abrines\abrinal01,23,5,0,80,8,23,5,17,3,4,2,7,9,4,0,0,0,8,24,.348,.294,.750,16.0,4.8,1.8,0.8,0.0,0.0
9,Enes Kanter\kanteen01,24,5,0,45,10,26,0,0,4,4,3,6,9,1,0,4,2,8,24,.385,,1.000,9.1,4.8,1.8,0.2,0.0,0.8
10,Semaj Christon\chrisse01,24,2,0,21,2,5,1,3,0,0,0,3,3,5,1,0,0,1,5,.400,.333,,10.3,2.5,1.5,2.5,0.5,0.0
11,Norris Cole\coleno01,28,4,0,25,2,8,1,4,0,0,0,1,1,1,0,1,2,4,5,.250,.250,,6.1,1.3,0.3,0.3,0.0,0.3
12,Domantas Sabonis\sabondo01,20,2,0,6,0,3,0,1,4,4,0,2,2,0,1,1,0,4,4,.000,.000,1.000,3.0,2.0,1.0,0.0,0.5,0.5
13,Kyle Singler\singlky01,28,1,0,10,0,1,0,0,0,0,0,1,1,0,0,0,0,2,0,.000,,,10.4,0.0,1.0,0.0,0.0,0.0
Rk,Player,Age,G,GS,MP,FG,FGA,3P,3PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,FG%,3P%,FT%,MP,PTS,TRB,AST,STL,BLK
1,Kawhi Leonard\leonaka01,25,6,6,226,57,104,14,29,59,61,6,30,36,23,12,1,14,12,187,.548,.483,.967,37.7,31.2,6.0,3.8,2.0,0.2
2,Tony Parker\parketo01,34,6,6,163,40,75,8,15,10,10,1,12,13,18,3,0,10,8,98,.533,.533,1.000,27.1,16.3,2.2,3.0,0.5,0.0
3,LaMarcus Aldridge\aldrila01,31,6,6,224,34,75,0,5,21,27,14,30,44,8,3,4,7,18,89,.453,.000,.778,37.3,14.8,7.3,1.3,0.5,0.7
4,Patty Mills\millspa02,28,6,0,130,21,44,14,27,5,5,0,10,10,10,2,0,7,13,61,.477,.519,1.000,21.7,10.2,1.7,1.7,0.3,0.0
5,Pau Gasol\gasolpa01,36,6,0,140,15,40,5,10,4,7,10,24,34,7,0,2,5,10,39,.375,.500,.571,23.3,6.5,5.7,1.2,0.0,0.3
