,,,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Shooting,Shooting,Shooting,Per Game,Per Game,Per Game,Per Game,Per Game,Per Game
Rk,Player,Age,G,GS,MP,FG,FGA,3P,3PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,FG%,3P%,FT%,MP,PTS,TRB,AST,STL,BLK
1,Paul Pierce\piercpa01,24,5,5,197,35,88,2,23,29,34,9,34,43,22,7,8,18,13,101,.398,.087,.853,39.4,20.2,8.6,4.4,1.4,1.6
2,Antoine Walker\walkean02,25,5,5,219,34,82,8,27,21,24,5,34,39,12,5,0,16,18,97,.415,.296,.875,43.8,19.4,7.8,2.4,1.0,0.0
3,Kenny Anderson\anderke01,31,5,5,181,29,72,0,0,11,12,4,14,18,22,8,0,12,19,69,.403,,.917,36.2,13.8,3.6,4.4,1.6,0.0
4,Rodney Rogers\rogerro01,30,5,0,136,17,44,6,17,5,6,11,22,33,8,3,0,6,8,45,.386,.353,.833,27.2,9.0,6.6,1.6,0.6,0.0
5,Eric Williams\willier01,29,5,5,186,13,31,4,10,8,10,6,23,29,7,14,0,6,20,38,.419,.400,.800,37.2,7.6,5.8,1.4,2.8,0.0
6,Tony Delk\delkto01,28,5,0,90,12,28,7,14,2,4,1,10,11,4,1,2,5,4,33,.429,.500,.500,18.0,6.6,2.2,0.8,0.2,0.4
7,Tony Battie\battito01,25,5,5,161,15,29,0,0,2,4,11,30,41,3,3,7,3,15,32,.517,,.500,32.2,6.4,8.2,0.6,0.6,1.4
8,Kedrick Brown\brownke01,20,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,1.0,0.0,0.0,0.0,0.0,0.0
9,Walter McCarty\mccarwa01,27,4,0,23,0,2,0,1,0,0,1,3,4,0,1,0,0,2,0,.000,.000,,5.8,0.0,1.0,0.0,0.3,0.0
10,Erick Strickland\stricer01,28,2,0,6,0,1,0,0,0,0,0,3,3,1,0,0,0,1,0,.000,,,3.0,0.0,1.5,0.5,0.0,0.0
1,Jerry Stackhouse\stackje01,27,5,5,192,31,92,13,33,19,27,6,25,31,22,4,3,13,14,94,.337,.394,.704,38.4,18.8,6.2,4.4,0.8,0.6
2,Clifford Robinson\robincl02,35,5,5,221,29,78,12,34,8,10,1,10,11,13,6,10,9,12,78,.372,.353,.800,44.2,15.6,2.2,2.6,1.2,2.0
3,Corliss Williamson\willico02,28,5,0,131,22,52,0,1,14,18,8,19,27,3,4,0,10,19,58,.423,.000,.778,26.2,11.6,5.4,0.6,0.8,0.0
4,Michael Curry\currymi01,33,5,5,142,17,31,5,12,5,7,1,9,10,6,2,0,5,17,44,.548,.417,.714,28.4,8.8,2.0,1.2,0.4,0.0
5,Chucky Atkins\atkinch01,27,5,5,137,15,52,5,19,5,6,2,7,9,19,4,1,7,15,40,.288,.263,.833,27.4,8.0,1.8,3.8,0.8,0.2
6,Ben Wallace\wallabe01,27,5,5,207,13,25,0,0,6,18,26,60,86,4,8,15,13,12,32,.520,,.333,41.4,6.4,17.2,0.8,1.6,3.0
7,Jon Barry\barryjo01,32,5,0,68,9,21,6,15,2,4,0,7,7,11,0,1,6,6,26,.429,.400,.500,13.6,5.2,1.4,2.2,0.0,0.2
8,Damon Jones\jonesda01,25,5,0,101,8,27,4,17,3,4,0,13,13,17,4,0,5,9,23,.296,.235,.750,20.2,4.6,2.6,3.4,0.8,0.0
9,Dana Barros\barroda01,34,1,0,1,1,2,0,1,0,0,0,0,0,1,0,0,0,0,2,.500,.000,,1.0,2.0,0.0,1.0,0.0,0.0
1,Jason Kidd\kiddja01,28,5,5,184,33,85,4,25,22,25,7,28,35,40,8,1,15,10,92,.388,.160,.880,36.8,18.4,7.0,8.0,1.6,0.2
2,Keith Van Horn\vanhoke01,26,5,5,165,27,58,11,21,10,13,9,31,40,15,3,2,10,10,75,.466,.524,.769,33.0,15.0,8.0,3.0,0.6,0.4
3,Kerry Kittles\kittlke01,27,5,5,136,24,50,5,13,18,21,5,6,11,10,5,3,3,5,71,.480,.385,.857,27.2,14.2,2.2,2.0,1.0,0.6
4,Kenyon Martin\martike01,24,5,5,168,24,60,0,0,17,23,4,19,23,15,4,9,12,22,65,.400,,.739,33.6,13.0,4.6,3.0,0.8,1.8
5,Richard Jefferson\jefferi01,21,5,0,121,19,39,0,0,11,20,8,17,25,8,6,4,4,11,49,.487,,.550,24.2,9.8,5.0,1.6,1.2,0.8
6,Lucious Harris\harrilu01,31,5,0,101,16,29,0,2,15,18,4,7,11,5,2,0,6,5,47,.552,.000,.833,20.2,9.4,2.2,1.0,0.4,0.0
7,Todd MacCulloch\maccuto01,26,5,5,90,12,26,0,0,4,7,9,12,21,4,1,9,7,18,28,.462,,.571,18.0,5.6,4.2,0.8,0.2,1.8
8,Aaron Williams\williaa01,30,5,0,83,9,25,0,1,7,7,5,10,15,5,3,1,5,24,25,.360,.000,1.000,16.6,5.0,3.0,1.0,0.6,0.2
9,Jason Collins\collija04,23,5,0,87,5,16,0,0,9,16,14,10,24,4,2,3,7,15,19,.313,,.563,17.4,3.8,4.8,0.8,0.4,0.6
10,Anthony Johnson\johnsan02,27,5,0,56,6,18,0,5,4,4,1,4,5,8,2,0,1,9,16,.333,.000,1.000,11.2,3.2,1.0,1.6,0.4,0.0
11,Donny Marshall\marshdo02,29,2,0,4,1,1,0,0,1,1,0,0,0,0,0,0,0,0,3,1.000,,1.000,2.0,1.5,0.0,0.0,0.0,0.0
12,Brian Scalabrine\scalabr01,23,2,0,5,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,.000,,,2.5,0.0,0.5,0.0,0.0,0.0
1,Baron Davis\davisba01,22,5,5,215,36,101,11,36,20,40,7,20,27,34,21,2,17,23,103,.356,.306,.500,43.0,20.6,5.4,6.8,4.2,0.4
2,David Wesley\wesleda01,31,5,5,209,31,75,10,26,8,9,0,6,6,25,6,0,12,18,80,.413,.385,.889,41.8,16.0,1.2,5.0,1.2,0.0
3,Elden Campbell\campbel01,33,5,5,147,25,58,0,1,19,28,5,25,30,8,5,14,10,20,69,.431,.000,.679,29.4,13.8,6.0,1.6,1.0,2.8
