,,,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Shooting,Shooting,Shooting,Per Game,Per Game,Per Game,Per Game,Per Game,Per Game
Rk,Player,Age,G,GS,MP,FG,FGA,3P,3PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,FG%,3P%,FT%,MP,PTS,TRB,AST,STL,BLK
1,LeBron James\jamesle01,30,4,4,153,46,105,5,20,24,33,10,34,44,37,6,2,15,10,121,.438,.250,.727,38.2,30.3,11.0,9.3,1.5,0.5
2,J.R. Smith\smithjr01,29,4,0,135,26,52,16,34,4,5,2,28,30,8,3,3,5,11,72,.500,.471,.800,33.7,18.0,7.5,2.0,0.8,0.8
3,Tristan Thompson\thomptr01,23,4,4,157,18,28,0,0,11,27,17,27,44,2,0,7,5,11,47,.643,,.407,39.2,11.8,11.0,0.5,0.0,1.8
4,Timofey Mozgov\mozgoti01,28,4,4,106,17,30,0,0,9,11,13,17,30,1,1,5,6,11,43,.567,,.818,26.6,10.8,7.5,0.3,0.3,1.3
5,Matthew Dellavedova\dellama01,24,4,2,124,12,40,7,22,7,9,5,8,13,10,2,0,8,10,38,.300,.318,.778,30.9,9.5,3.3,2.5,0.5,0.0
6,Iman Shumpert\shumpim01,24,4,4,147,13,37,9,21,3,6,4,22,26,7,2,2,4,11,38,.351,.429,.500,36.8,9.5,6.5,1.8,0.5,0.5
7,Kyrie Irving\irvinky01,22,2,2,49,10,21,4,6,2,4,2,5,7,11,1,1,3,2,26,.476,.667,.500,24.6,13.0,3.5,5.5,0.5,0.5
8,James Jones\jonesja02,34,4,0,80,6,18,6,16,5,6,1,6,7,6,3,1,0,6,23,.333,.375,.833,19.9,5.8,1.8,1.5,0.8,0.3
9,Joe Harris\harrijo01,23,2,0,8,2,5,1,3,2,2,0,1,1,1,0,0,0,1,7,.400,.333,1.000,4.1,3.5,0.5,0.5,0.0,0.0
10,Mike Miller\millemi01,34,1,0,5,1,1,1,1,0,0,0,0,0,0,0,0,0,1,3,1.000,1.000,,5.4,3.0,0.0,0.0,0.0,0.0
11,Kendrick Perkins\perkike01,30,1,0,5,1,2,0,0,1,2,0,2,2,0,0,0,1,1,3,.500,,.500,5.4,3.0,2.0,0.0,0.0,0.0
12,Shawn Marion\mariosh01,36,3,0,14,1,4,0,0,0,0,1,3,4,1,0,0,0,0,2,.250,,,4.6,0.7,1.3,0.3,0.0,0.0
13,Brendan Haywood\haywobr01,35,1,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,,,2.0,0.0,0.0,0.0,0.0,0.0
1,Jeff Teague\teaguje01,26,4,4,140,33,76,7,25,13,13,0,13,13,18,5,4,7,9,86,.434,.280,1.000,35.0,21.5,3.3,4.5,1.3,1.0
2,Paul Millsap\millspa01,29,4,4,141,15,43,1,9,24,29,8,23,31,10,3,1,7,15,55,.349,.111,.828,35.4,13.8,7.8,2.5,0.8,0.3
3,Al Horford\horfoal01,28,4,4,116,21,36,0,1,2,4,5,14,19,10,1,2,2,7,44,.583,.000,.500,29.0,11.0,4.8,2.5,0.3,0.5
4,Kent Bazemore\bazemke01,25,4,2,106,14,29,2,9,13,19,0,21,21,6,4,2,4,7,43,.483,.222,.684,26.4,10.8,5.3,1.5,1.0,0.5
5,Shelvin Mack\macksh01,24,3,0,66,11,28,5,16,3,6,1,8,9,5,3,0,1,4,30,.393,.313,.500,21.8,10.0,3.0,1.7,1.0,0.0
6,DeMarre Carroll\carrode01,28,4,4,136,11,34,4,15,2,4,4,11,15,6,5,2,2,11,28,.324,.267,.500,34.0,7.0,3.8,1.5,1.3,0.5
7,Dennis Schroder\schrode01,21,4,0,53,10,30,1,8,2,2,1,6,7,10,1,0,3,7,23,.333,.125,1.000,13.3,5.8,1.8,2.5,0.3,0.0
8,Kyle Korver\korveky01,33,2,2,68,7,16,4,10,3,3,0,8,8,4,1,0,3,5,21,.438,.400,1.000,34.2,10.5,4.0,2.0,0.5,0.0
9,Mike Scott\scottmi01,26,3,0,82,7,20,0,12,2,2,6,14,20,5,2,0,5,9,16,.350,.000,1.000,27.4,5.3,6.7,1.7,0.7,0.0
10,Mike Muscala\muscami01,23,4,0,37,6,10,0,1,0,0,1,2,3,1,0,1,1,2,12,.600,.000,,9.2,3.0,0.8,0.3,0.0,0.3
11,John Jenkins\jenkijo01,23,2,0,17,4,5,2,3,0,0,1,2,3,0,0,0,0,2,10,.800,.667,,8.4,5.0,1.5,0.0,0.0,0.0
12,Pero Antic\anticpe01,32,3,0,23,0,2,0,2,1,2,0,8,8,1,1,0,2,6,1,.000,.000,.500,7.7,0.3,2.7,0.3,0.3,0.0
13,Elton Brand\brandel01,35,1,0,,0,0,0,0,1,2,0,0,0,0,0,0,0,1,1,,,.500,,1.0,0.0,0.0,0.0,0.0
1,Stephen Curry\curryst01,26,5,5,184,52,101,27,55,25,31,5,18,23,28,10,1,14,13,156,.515,.491,.806,36.8,31.2,4.6,5.6,2.0,0.2
2,Klay Thompson\thompkl01,24,5,5,159,35,84,14,41,5,6,1,12,13,16,5,4,9,21,89,.417,.341,.833,31.7,17.8,2.6,3.2,1.0,0.8
3,Draymond Green\greendr01,24,5,5,191,29,67,4,20,10,13,15,46,61,28,4,9,15,20,72,.433,.200,.769,38.3,14.4,12.2,5.6,0.8,1.8
4,Harrison Barnes\barneha02,22,5,5,155,25,62,7,20,2,2,8,15,23,9,6,0,5,12,59,.403,.350,1.000,31.0,11.8,4.6,1.8,1.2,0.0
5,Shaun Livingston\livinsh01,29,5,0,96,14,26,0,0,8,8,3,10,13,10,3,0,7,9,36,.538,,1.000,19.2,7.2,2.6,2.0,0.6,0.0
6,Andre Iguodala\iguodan01,31,5,0,136,14,30,2,8,5,16,4,16,20,21,11,3,5,10,35,.467,.250,.313,27.3,7.0,4.0,4.2,2.2,0.6
7,Festus Ezeli\ezelife01,25,5,0,79,15,25,0,0,4,10,12,18,30,4,1,4,6,13,34,.600,,.400,15.9,6.8,6.0,0.8,0.2,0.8
8,Leandro Barbosa\barbole01,32,5,0,69,10,27,3,10,6,8,2,6,8,8,2,0,0,7,29,.370,.300,.750,13.7,5.8,1.6,1.6,0.4,0.0
9,Andrew Bogut\bogutan01,30,5,5,107,12,22,0,0,2,5,13,33,46,10,1,9,8,19,26,.545,,.400,21.5,5.2,9.2,2.0,0.2,1.8
10,David Lee\leeda02,31,4,0,13,2,5,0,0,0,0,2,5,7,0,1,0,1,1,4,.400,,,3.2,1.0,1.8,0.0,0.3,0.0
11,Brandon Rush\rushbr01,29,1,0,4,1,5,1,2,0,0,1,1,2,0,0,0,0,1,3,.200,.500,,3.5,3.0,2.0,0.0,0.0,0.0
12,Justin Holiday\holidju01,25,1,0,4,0,0,0,0,0,0,0,1,1,1,0,0,2,0,0,,,,3.5,0.0,1.0,1.0,0.0,0.0
13,James Michael McAdoo\mcadoja01,22,1,0,4,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,,,,3.5,0.0,1.0,0.0,0.0,0.0
1,James Harden\hardeja01,25,5,5,199,42,90,12,28,46,53,7,32,39,32,12,3,23,13,142,.467,.429,.868,39.7,28.4,7.8,6.4,2.4,0.6
2,Josh Smith\smithjo03,29,5,5,125,27,69,10,25,10,24,3,23,26,17,1,7,14,8,74,.391,.400,.417,25.0,14.8,5.2,3.4,0.2,1.4
3,Dwight Howard\howardw01,29,5,5,176,28,51,0,0,16,39,17,55,72,4,7,9,16,15,72,.549,,.410,35.1,14.4,14.4,0.8,1.4,1.8
4,Trevor Ariza\arizatr01,29,5,5,198,23,45,10,23,10,10,8,20,28,12,10,1,5,15,66,.511,.435,1.000,39.6,13.2,5.6,2.4,2.0,0.2
5,Jason Terry\terryja01,37,5,5,156,17,45,8,27,4,4,3,8,11,17,3,0,5,16,46,.378,.296,1.000,31.3,9.2,2.2,3.4,0.6,0.0
6,Corey Brewer\breweco01,28,5,0,122,14,41,0,8,14,20,1,6,7,5,4,1,2,12,42,.341,.000,.700,24.4,8.4,1.4,1.0,0.8,0.2
7,Terrence Jones\joneste01,23,5,0,112,16,42,1,6,4,7,6,11,17,4,2,7,5,6,37,.381,.167,.571,22.5,7.4,3.4,0.8,0.4,1.4
8,Clint Capela\capelca01,20,5,0,36,5,5,0,0,4,8,3,6,9,1,3,2,0,2,14,1.000,,.500,7.1,2.8,1.8,0.2,0.6,0.4
9,Pablo Prigioni\prigipa01,37,5,0,54,3,9,1,6,0,0,0,1,1,8,3,0,3,7,7,.333,.167,,10.9,1.4,0.2,1.6,0.6,0.0
10,Nick Johnson\johnsni01,22,2,0,19,1,6,0,3,0,0,0,0,0,0,0,1,2,4,2,.167,.000,,9.3,1.0,0.0,0.0,0.0,0.5
11,Kostas Papanikolaou\papanko01,24,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,,,3.5,0.0,0.0,0.0,0.0,0.0
