,,,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Shooting,Shooting,Shooting,Per Game,Per Game,Per Game,Per Game,Per Game,Per Game
Rk,Player,Age,G,GS,MP,FG,FGA,3P,3PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,FG%,3P%,FT%,MP,PTS,TRB,AST,STL,BLK
1,Kevin Garnett\garneke01,31,7,7,274,60,110,0,2,17,20,17,59,76,22,6,7,8,18,137,.545,.000,.850,39.1,19.6,10.9,3.1,0.9,1.0
2,Paul Pierce\piercpa01,30,7,7,269,44,109,11,33,37,43,5,30,35,25,8,1,24,24,136,.404,.333,.860,38.4,19.4,5.0,3.6,1.1,0.1
3,Rajon Rondo\rondora01,21,7,7,219,29,68,3,7,13,17,8,21,29,42,10,3,18,20,74,.426,.429,.765,31.2,10.6,4.1,6.0,1.4,0.4
4,Ray Allen\allenra02,32,7,7,262,20,61,4,24,21,22,5,18,23,16,6,2,11,14,65,.328,.167,.955,37.4,9.3,3.3,2.3,0.9,0.3
5,James Posey\poseyja01,31,7,0,147,11,25,7,20,7,8,3,21,24,8,5,1,3,15,36,.440,.350,.875,21.0,5.1,3.4,1.1,0.7,0.1
6,Kendrick Perkins\perkike01,23,7,7,176,12,26,0,0,11,22,12,23,35,6,3,8,15,25,35,.462,,.500,25.2,5.0,5.0,0.9,0.4,1.1
7,P.J. Brown\brownpj01,38,7,0,78,11,15,0,0,5,6,4,15,19,1,2,2,3,19,27,.733,,.833,11.2,3.9,2.7,0.1,0.3,0.3
8,Sam Cassell\cassesa01,38,5,0,82,8,33,2,9,9,12,0,5,5,9,2,0,3,9,27,.242,.222,.750,16.4,5.4,1.0,1.8,0.4,0.0
9,Leon Powe\powele01,24,6,0,74,7,18,0,0,10,16,8,6,14,2,0,0,1,7,24,.389,,.625,12.3,4.0,2.3,0.3,0.0,0.0
10,Glen Davis\davisgl01,22,6,0,44,5,16,0,0,4,6,3,3,6,0,1,1,4,11,14,.313,,.667,7.4,2.3,1.0,0.0,0.2,0.2
11,Eddie House\houseed01,29,5,0,44,4,15,2,6,2,2,2,5,7,4,2,1,1,4,12,.267,.333,1.000,8.8,2.4,1.4,0.8,0.4,0.2
12,Tony Allen\allento01,26,3,0,12,0,0,0,0,1,2,0,0,0,1,1,0,1,2,1,,,.500,3.9,0.3,0.0,0.3,0.3,0.0
1,LeBron James\jamesle01,23,7,7,303,55,155,9,39,68,90,9,36,45,53,15,9,37,20,187,.355,.231,.756,43.3,26.7,6.4,7.6,2.1,1.3
2,Zydrunas Ilgauskas\ilgauzy01,32,7,7,206,32,74,0,0,19,21,16,38,54,12,2,9,10,17,83,.432,,.905,29.4,11.9,7.7,1.7,0.3,1.3
