1,Kevin Garnett\garneke01,31,6,6,228,53,101,1,4,30,37,13,45,58,20,5,6,17,19,137,.525,.250,.811,38.0,22.8,9.7,3.3,0.8,1.0
2,Paul Pierce\piercpa01,30,6,6,254,38,77,6,22,36,46,4,31,35,23,5,4,20,17,118,.494,.273,.783,42.4,19.7,5.8,3.8,0.8,0.7
3,Ray Allen\allenra02,32,6,6,215,34,77,11,28,26,29,5,16,21,18,5,0,10,17,105,.442,.393,.897,35.9,17.5,3.5,3.0,0.8,0.0
4,Kendrick Perkins\perkike01,23,6,6,193,24,36,0,0,8,12,17,38,55,3,5,7,5,23,56,.667,,.667,32.2,9.3,9.2,0.5,0.8,1.2
5,Rajon Rondo\rondora01,21,6,6,234,22,63,1,6,10,14,12,14,26,39,14,1,13,21,55,.349,.167,.714,38.9,9.2,4.3,6.5,2.3,0.2
6,James Posey\poseyja01,31,6,0,111,9,26,5,16,11,12,2,14,16,7,4,1,3,15,34,.346,.313,.917,18.4,5.7,2.7,1.2,0.7,0.2
7,P.J. Brown\brownpj01,38,6,0,101,5,12,0,1,8,9,7,8,15,5,0,3,6,12,18,.417,.000,.889,16.8,3.0,2.5,0.8,0.0,0.5
8,Leon Powe\powele01,24,4,0,18,2,5,0,0,4,5,3,2,5,0,0,0,1,3,8,.400,,.800,4.6,2.0,1.3,0.0,0.0,0.0
9,Sam Cassell\cassesa01,38,4,0,39,3,13,1,4,0,0,0,2,2,1,1,0,5,6,7,.231,.250,,9.7,1.8,0.5,0.3,0.3,0.0
10,Glen Davis\davisgl01,22,3,0,24,1,4,0,0,4,6,2,2,4,1,0,0,0,1,6,.250,,.667,7.9,2.0,1.3,0.3,0.0,0.0
11,Eddie House\houseed01,29,5,0,17,2,6,1,3,0,0,0,1,1,0,1,0,0,5,5,.333,.333,,3.4,1.0,0.2,0.0,0.2,0.0
12,Tony Allen\allento01,26,3,0,6,0,1,0,0,0,2,0,0,0,0,0,0,0,1,0,.000,,.000,2.2,0.0,0.0,0.0,0.0,0.0
1,Richard Hamilton\hamilri01,29,6,6,238,45,85,4,11,38,42,7,12,19,26,8,7,17,20,132,.529,.364,.905,39.6,22.0,3.2,4.3,1.3,1.2
2,Chauncey Billups\billuch01,31,6,6,200,28,71,11,27,32,40,3,13,16,32,6,0,7,14,99,.394,.407,.800,33.3,16.5,2.7,5.3,1.0,0.0
3,Rasheed Wallace\wallara01,33,6,6,214,27,65,8,26,10,12,8,34,42,10,5,12,8,28,72,.415,.308,.833,35.7,12.0,7.0,1.7,0.8,2.0
4,Antonio McDyess\mcdyean01,33,6,6,207,27,48,0,0,14,17,19,35,54,4,5,2,11,24,68,.563,,.824,34.6,11.3,9.0,0.7,0.8,0.3
5,Tayshaun Prince\princta01,27,6,6,239,23,71,3,10,10,12,7,19,26,18,4,4,11,14,59,.324,.300,.833,39.8,9.8,4.3,3.0,0.7,0.7
6,Rodney Stuckey\stuckro01,21,6,0,137,17,43,1,5,24,30,2,7,9,17,10,2,7,10,59,.395,.200,.800,22.8,9.8,1.5,2.8,1.7,0.3
7,Jason Maxiell\maxieja01,24,6,0,89,15,21,0,0,6,13,2,8,10,2,2,4,0,11,36,.714,,.462,14.9,6.0,1.7,0.3,0.3,0.7
8,Lindsey Hunter\hunteli01,37,6,0,58,3,8,1,4,0,0,0,4,4,9,5,0,4,14,7,.375,.250,,9.7,1.2,0.7,1.5,0.8,0.0
